session,record,rank,classifier,band,components,absolute_components,component_assessment_score,balanced accuracy,brier score,probability_plot_brier_score,ranking_score,component_score_values,accuracy,roc-auc,f1,recall,precision,log loss,component_plot,probability_plot,pipeline,sel_comp,TPR,TNR,FPR,FNR,TP,TN,FP,FN,fs,component_score_details
21EC,im_rec_calib.hdf,2,lda,"[9.0, 13.0]","[0, -1]","[0, 55]",4.339,0.8333333333333334,0.09329468881904272,0.026689310180372093,8.273194345214174,"[4.525, 4.1530000000000005]",0.8333333333333334,0.96,0.7904761904761904,0.7333333333333334,0.9333333333333332,0.3018323460673864,results\pr_AstroSync\exp\best_band_component_pairs\21EC\im_rec_calib\components\rank_2.png,results\pr_AstroSync\exp\best_band_component_pairs\21EC\im_rec_calib\probabilities\rank_2.png,split_before_csp,"(0, -1)",0.7333333333333334,0.9333333333333332,0.06666666666666667,0.26666666666666666,3.6666666666666665,4.666666666666667,0.3333333333333333,1.3333333333333333,1000.0,"[{'component': 0, 'contra': 3.027, 'ipsi': 1.498, 'component_score': 4.525}, {'component': -1, 'contra': 1.218, 'ipsi': 2.935, 'component_score': 4.1530000000000005}]"
21EC,im_rec_calib.hdf,3,lda,"[8.0, 12.0]","[0, 1, -1]","[0, 1, 55]",4.237666666666667,0.9,0.09038729048339328,0.010565214954823321,8.09230212536154,"[3.779, 3.699, 5.234999999999999]",0.9,0.9733333333333333,0.8863636363636364,0.8666666666666667,0.9444444444444445,0.8039189211607788,results\pr_AstroSync\exp\best_band_component_pairs\21EC\im_rec_calib\components\rank_3.png,results\pr_AstroSync\exp\best_band_component_pairs\21EC\im_rec_calib\probabilities\rank_3.png,split_before_csp,"(0, 1, -1)",0.8666666666666667,0.9333333333333332,0.06666666666666667,0.13333333333333333,4.333333333333333,4.666666666666667,0.3333333333333333,0.6666666666666666,1000.0,"[{'component': 0, 'contra': 2.632, 'ipsi': 1.147, 'component_score': 3.779}, {'component': 1, 'contra': 2.206, 'ipsi': 1.493, 'component_score': 3.699}, {'component': -1, 'contra': 2.73, 'ipsi': 2.505, 'component_score': 5.234999999999999}]"
21EC,qm_rec_calib.hdf,1,lda,"[8.0, 12.0]","[0, 1, -1]","[0, 1, 55]",4.833333333333333,0.9333333333333332,0.03947387403353173,0.026296682526267046,9.475876275504596,"[4.451, 5.5120000000000005, 4.537]",0.9333333333333332,1.0,0.9326599326599326,0.9333333333333332,0.9444444444444445,0.11012638562695139,results\pr_AstroSync\exp\best_band_component_pairs\21EC\qm_rec_calib\components\rank_1.png,results\pr_AstroSync\exp\best_band_component_pairs\21EC\qm_rec_calib\probabilities\rank_1.png,split_before_csp,"(0, 1, -1)",0.9333333333333332,0.9333333333333332,0.06666666666666667,0.06666666666666667,4.666666666666667,4.666666666666667,0.3333333333333333,0.3333333333333333,1000.0,"[{'component': 0, 'contra': 0.655, 'ipsi': 3.796, 'component_score': 4.451}, {'component': 1, 'contra': 2.776, 'ipsi': 2.736, 'component_score': 5.5120000000000005}, {'component': -1, 'contra': 1.357, 'ipsi': 3.18, 'component_score': 4.537}]"
21EC,qm_rec_calib.hdf,2,lda,"[9.0, 13.0]","[0, 1, -1]","[0, 1, 55]",4.639333333333333,0.9666666666666667,0.03323968920284076,0.02671396692475787,9.124456668558286,"[3.693, 5.618, 4.607]",0.9666666666666667,0.9866666666666667,0.9629629629629629,0.9333333333333332,1.0,0.19097702010638865,results\pr_AstroSync\exp\best_band_component_pairs\21EC\qm_rec_calib\components\rank_2.png,results\pr_AstroSync\exp\best_band_component_pairs\21EC\qm_rec_calib\probabilities\rank_2.png,split_before_csp,"(0, 1, -1)",0.9333333333333332,1.0,0.0,0.06666666666666667,4.666666666666667,5.0,0.0,0.3333333333333333,1000.0,"[{'component': 0, 'contra': 3.366, 'ipsi': 0.327, 'component_score': 3.693}, {'component': 1, 'contra': 2.101, 'ipsi': 3.517, 'component_score': 5.618}, {'component': -1, 'contra': 1.612, 'ipsi': 2.995, 'component_score': 4.607}]"
21EC,qm_rec_calib.hdf,3,lda,"[8.0, 12.0]","[0, 1]","[0, 1]",4.9815000000000005,0.7999999999999999,0.1741811567234481,0.24105463975559643,9.095316567782143,"[4.451, 5.5120000000000005]",0.7999999999999999,0.88,0.7104377104377103,0.6666666666666666,0.9444444444444445,0.6820573731249248,results\pr_AstroSync\exp\best_band_component_pairs\21EC\qm_rec_calib\components\rank_3.png,results\pr_AstroSync\exp\best_band_component_pairs\21EC\qm_rec_calib\probabilities\rank_3.png,split_before_csp,"(0, 1)",0.6666666666666666,0.9333333333333332,0.06666666666666667,0.3333333333333333,3.3333333333333335,4.666666666666667,0.3333333333333333,1.6666666666666667,1000.0,"[{'component': 0, 'contra': 0.655, 'ipsi': 3.796, 'component_score': 4.451}, {'component': 1, 'contra': 2.776, 'ipsi': 2.736, 'component_score': 5.5120000000000005}]"
22ES,im_rec_calib.hdf,1,lda,"[10.0, 14.0]","[0, -1]","[0, 55]",4.522,0.9,0.08471742538862949,0.03933428597380409,8.660907802392618,"[5.252, 3.792]",0.9,0.9866666666666667,0.8956228956228957,0.8666666666666667,0.9444444444444445,0.27940418757090424,results\pr_AstroSync\exp\best_band_component_pairs\22ES\im_rec_calib\components\rank_1.png,results\pr_AstroSync\exp\best_band_component_pairs\22ES\im_rec_calib\probabilities\rank_1.png,split_before_csp,"(0, -1)",0.8666666666666667,0.9333333333333332,0.06666666666666667,0.13333333333333333,4.333333333333333,4.666666666666667,0.3333333333333333,0.6666666666666666,1000.0,"[{'component': 0, 'contra': 3.876, 'ipsi': 1.376, 'component_score': 5.252}, {'component': -1, 'contra': 0.948, 'ipsi': 2.844, 'component_score': 3.792}]"
22ES,im_rec_calib.hdf,2,lda,"[9.0, 13.0]","[0, -1]","[0, 55]",3.8655,0.7333333333333334,0.1573256599087038,0.05447476539000344,7.122857661622906,"[4.3309999999999995, 3.4]",0.7333333333333334,0.96,0.6601731601731601,0.6,0.8333333333333334,0.45683282554223353,results\pr_AstroSync\exp\best_band_component_pairs\22ES\im_rec_calib\components\rank_2.png,results\pr_AstroSync\exp\best_band_component_pairs\22ES\im_rec_calib\probabilities\rank_2.png,split_before_csp,"(0, -1)",0.6,0.8666666666666667,0.13333333333333333,0.39999999999999997,3.0,4.333333333333333,0.6666666666666666,2.0,1000.0,"[{'component': 0, 'contra': 2.961, 'ipsi': 1.37, 'component_score': 4.3309999999999995}, {'component': -1, 'contra': 0.601, 'ipsi': 2.799, 'component_score': 3.4}]"
22ES,im_rec_calib.hdf,3,lda,"[10.0, 14.0]","[0, -2, -1]","[0, 54, 55]",3.3023333333333333,0.8666666666666667,0.11137296532100298,0.022076498993847095,6.2368760108549415,"[5.252, 0.863, 3.792]",0.8666666666666667,0.9866666666666667,0.8493265993265994,0.7999999999999999,0.9444444444444445,0.4461066589078219,results\pr_AstroSync\exp\best_band_component_pairs\22ES\im_rec_calib\components\rank_3.png,results\pr_AstroSync\exp\best_band_component_pairs\22ES\im_rec_calib\probabilities\rank_3.png,split_before_csp,"(0, -2, -1)",0.7999999999999999,0.9333333333333332,0.06666666666666667,0.20000000000000004,4.0,4.666666666666667,0.3333333333333333,1.0,1000.0,"[{'component': 0, 'contra': 3.876, 'ipsi': 1.376, 'component_score': 5.252}, {'component': -2, 'contra': 0.294, 'ipsi': 0.569, 'component_score': 0.863}, {'component': -1, 'contra': 0.948, 'ipsi': 2.844, 'component_score': 3.792}]"
22ES,qm_rec_calib.hdf,1,lda,"[10.0, 14.0]","[0, -1]","[0, 55]",4.779,0.9666666666666667,0.03872221815271693,0.02498425061230048,9.372946519448165,"[4.788, 4.77]",0.9666666666666667,0.9733333333333333,0.9696969696969697,1.0,0.9444444444444445,0.20966112746040433,results\pr_AstroSync\exp\best_band_component_pairs\22ES\qm_rec_calib\components\rank_1.png,results\pr_AstroSync\exp\best_band_component_pairs\22ES\qm_rec_calib\probabilities\rank_1.png,split_before_csp,"(0, -1)",1.0,0.9333333333333332,0.06666666666666667,0.0,5.0,4.666666666666667,0.3333333333333333,0.0,1000.0,"[{'component': 0, 'contra': 3.872, 'ipsi': 0.916, 'component_score': 4.788}, {'component': -1, 'contra': 1.411, 'ipsi': 3.359, 'component_score': 4.77}]"
22ES,qm_rec_calib.hdf,2,lda,"[9.0, 13.0]","[0, -1]","[0, 55]",3.962,0.8666666666666667,0.10908024172666712,0.03244592119090849,7.491824082278945,"[3.4450000000000003, 4.479]",0.8666666666666667,0.9333333333333332,0.865993265993266,0.8666666666666667,0.8777777777777778,0.567006774607434,results\pr_AstroSync\exp\best_band_component_pairs\22ES\qm_rec_calib\components\rank_2.png,results\pr_AstroSync\exp\best_band_component_pairs\22ES\qm_rec_calib\probabilities\rank_2.png,split_before_csp,"(0, -1)",0.8666666666666667,0.8666666666666667,0.13333333333333333,0.13333333333333333,4.333333333333333,4.333333333333333,0.6666666666666666,0.6666666666666666,1000.0,"[{'component': 0, 'contra': 2.725, 'ipsi': 0.72, 'component_score': 3.4450000000000003}, {'component': -1, 'contra': 1.368, 'ipsi': 3.111, 'component_score': 4.479}]"
22ES,qm_rec_calib.hdf,3,lda,"[8.0, 15.0]","[0, -1]","[0, 55]",3.819,0.9,0.08688424726705646,0.03100499242044058,7.306189059687111,"[3.6999999999999997, 3.938]",0.9,0.9333333333333332,0.9023569023569022,0.9333333333333332,0.888888888888889,0.46245294294669875,results\pr_AstroSync\exp\best_band_component_pairs\22ES\qm_rec_calib\components\rank_3.png,results\pr_AstroSync\exp\best_band_component_pairs\22ES\qm_rec_calib\probabilities\rank_3.png,split_before_csp,"(0, -1)",0.9333333333333332,0.8666666666666667,0.13333333333333333,0.06666666666666667,4.666666666666667,4.333333333333333,0.6666666666666666,0.3333333333333333,1000.0,"[{'component': 0, 'contra': 2.909, 'ipsi': 0.791, 'component_score': 3.6999999999999997}, {'component': -1, 'contra': 1.112, 'ipsi': 2.826, 'component_score': 3.938}]"
23MM,im_rec_calib.hdf,1,lda,"[10.0, 14.0]","[0, -1]","[0, 55]",4.135,0.9,0.059638697734579575,0.029227791210606563,8.023393984867512,"[5.368, 2.902]",0.9,0.9333333333333332,0.9090909090909091,1.0,0.8333333333333334,0.979698193553288,results\pr_AstroSync\exp\best_band_component_pairs\23MM\im_rec_calib\components\rank_1.png,results\pr_AstroSync\exp\best_band_component_pairs\23MM\im_rec_calib\probabilities\rank_1.png,split_before_csp,"(0, -1)",1.0,0.8000000000000002,0.20000000000000004,0.0,5.0,4.0,1.0,0.0,1000.0,"[{'component': 0, 'contra': 4.759, 'ipsi': 0.609, 'component_score': 5.368}, {'component': -1, 'contra': 0.733, 'ipsi': 2.169, 'component_score': 2.902}]"
23MM,im_rec_calib.hdf,2,lda,"[9.0, 13.0]","[0, -1]","[0, 55]",4.1575,0.8666666666666667,0.09994137247881625,0.027417739394378738,7.8994937439193205,"[5.367, 2.948]",0.8666666666666667,0.96,0.8518518518518517,0.7999999999999999,0.9166666666666666,0.30876856736697383,results\pr_AstroSync\exp\best_band_component_pairs\23MM\im_rec_calib\components\rank_2.png,results\pr_AstroSync\exp\best_band_component_pairs\23MM\im_rec_calib\probabilities\rank_2.png,split_before_csp,"(0, -1)",0.7999999999999999,0.9333333333333332,0.06666666666666667,0.20000000000000004,4.0,4.666666666666667,0.3333333333333333,1.0,1000.0,"[{'component': 0, 'contra': 4.774, 'ipsi': 0.593, 'component_score': 5.367}, {'component': -1, 'contra': 0.564, 'ipsi': 2.384, 'component_score': 2.948}]"
23MM,im_rec_calib.hdf,3,lda,"[8.0, 12.0]","[0, -1]","[0, 55]",3.9370000000000003,0.8666666666666667,0.10108837525685688,0.01949712207867644,7.476015066613755,"[5.5360000000000005, 2.338]",0.8666666666666667,0.9733333333333333,0.8518518518518517,0.7999999999999999,0.9166666666666666,0.33472120254086873,results\pr_AstroSync\exp\best_band_component_pairs\23MM\im_rec_calib\components\rank_3.png,results\pr_AstroSync\exp\best_band_component_pairs\23MM\im_rec_calib\probabilities\rank_3.png,split_before_csp,"(0, -1)",0.7999999999999999,0.9333333333333332,0.06666666666666667,0.20000000000000004,4.0,4.666666666666667,0.3333333333333333,1.0,1000.0,"[{'component': 0, 'contra': 4.854, 'ipsi': 0.682, 'component_score': 5.5360000000000005}, {'component': -1, 'contra': 0.307, 'ipsi': 2.031, 'component_score': 2.338}]"
23MM,qm_rec_calib.hdf,1,lda,"[8.0, 12.0]","[0, -1]","[0, 55]",4.604,0.8666666666666667,0.08467875373428996,0.0524568557526127,8.81813901780733,"[5.825, 3.383]",0.8666666666666667,0.9733333333333333,0.85,0.7999999999999999,0.9333333333333332,0.25769288605303403,results\pr_AstroSync\exp\best_band_component_pairs\23MM\qm_rec_calib\components\rank_1.png,results\pr_AstroSync\exp\best_band_component_pairs\23MM\qm_rec_calib\probabilities\rank_1.png,split_before_csp,"(0, -1)",0.7999999999999999,0.9333333333333332,0.06666666666666667,0.20000000000000004,4.0,4.666666666666667,0.3333333333333333,1.0,1000.0,"[{'component': 0, 'contra': 4.743, 'ipsi': 1.082, 'component_score': 5.825}, {'component': -1, 'contra': 0.77, 'ipsi': 2.613, 'component_score': 3.383}]"
23MM,qm_rec_calib.hdf,2,lda,"[9.0, 13.0]","[0, -1]","[0, 55]",4.3315,0.9,0.05438081979988104,0.03282579778803175,8.427449479036817,"[5.4399999999999995, 3.2230000000000003]",0.9,0.9866666666666667,0.8962962962962964,0.8666666666666667,0.9333333333333332,0.16948475851891473,results\pr_AstroSync\exp\best_band_component_pairs\23MM\qm_rec_calib\components\rank_2.png,results\pr_AstroSync\exp\best_band_component_pairs\23MM\qm_rec_calib\probabilities\rank_2.png,split_before_csp,"(0, -1)",0.8666666666666667,0.9333333333333332,0.06666666666666667,0.13333333333333333,4.333333333333333,4.666666666666667,0.3333333333333333,0.6666666666666666,1000.0,"[{'component': 0, 'contra': 4.31, 'ipsi': 1.13, 'component_score': 5.4399999999999995}, {'component': -1, 'contra': 0.789, 'ipsi': 2.434, 'component_score': 3.2230000000000003}]"
23MM,qm_rec_calib.hdf,3,lda,"[10.0, 14.0]","[0, -1]","[0, 55]",4.061999999999999,0.9333333333333332,0.053618328746990795,0.027736422980058784,7.906202348629723,"[4.843999999999999, 3.28]",0.9333333333333332,0.9733333333333333,0.9326599326599326,0.9333333333333332,0.9444444444444445,0.21048168674257076,results\pr_AstroSync\exp\best_band_component_pairs\23MM\qm_rec_calib\components\rank_3.png,results\pr_AstroSync\exp\best_band_component_pairs\23MM\qm_rec_calib\probabilities\rank_3.png,split_before_csp,"(0, -1)",0.9333333333333332,0.9333333333333332,0.06666666666666667,0.06666666666666667,4.666666666666667,4.666666666666667,0.3333333333333333,0.3333333333333333,1000.0,"[{'component': 0, 'contra': 3.828, 'ipsi': 1.016, 'component_score': 4.843999999999999}, {'component': -1, 'contra': 0.751, 'ipsi': 2.529, 'component_score': 3.28}]"
24EK,im_rec_calib.hdf,1,lda,"[9.0, 13.0]","[0, 1]","[0, 1]",2.5175,0.6666666666666666,0.2331888242090203,0.176626592333178,4.447947135053791,"[1.209, 3.826]",0.6666666666666666,0.8666666666666667,0.722943722943723,0.8666666666666667,0.6296296296296297,1.0538729932410429,results\pr_AstroSync\exp\best_band_component_pairs\24EK\im_rec_calib\components\rank_1.png,results\pr_AstroSync\exp\best_band_component_pairs\24EK\im_rec_calib\probabilities\rank_1.png,split_before_csp,"(0, 1)",0.8666666666666667,0.4666666666666666,0.5333333333333333,0.13333333333333333,4.333333333333333,2.3333333333333335,2.6666666666666665,0.6666666666666666,1000.0,"[{'component': 0, 'contra': 0.57, 'ipsi': 0.639, 'component_score': 1.209}, {'component': 1, 'contra': 1.564, 'ipsi': 2.262, 'component_score': 3.826}]"
24EK,im_rec_calib.hdf,2,lda,"[8.0, 12.0]","[0, 1]","[0, 1]",2.346,0.7999999999999999,0.16049331607647474,0.17663705585257755,4.315482680484591,"[0.792, 3.9]",0.7999999999999999,0.84,0.8030303030303031,0.8666666666666667,0.7658730158730158,0.5358683141387212,results\pr_AstroSync\exp\best_band_component_pairs\24EK\im_rec_calib\components\rank_2.png,results\pr_AstroSync\exp\best_band_component_pairs\24EK\im_rec_calib\probabilities\rank_2.png,split_before_csp,"(0, 1)",0.8666666666666667,0.7333333333333334,0.26666666666666666,0.13333333333333333,4.333333333333333,3.6666666666666665,1.3333333333333333,0.6666666666666666,1000.0,"[{'component': 0, 'contra': 0.346, 'ipsi': 0.446, 'component_score': 0.792}, {'component': 1, 'contra': 1.483, 'ipsi': 2.417, 'component_score': 3.9}]"
24EK,im_rec_calib.hdf,3,lda,"[8.0, 12.0]","[0, 1, -2, -1]","[0, 1, 54, 55]",2.28625,0.8333333333333334,0.12620264022733838,0.06310605384918726,4.283969213780248,"[0.792, 3.9, 2.534, 1.919]",0.8333333333333334,0.88,0.8675213675213675,1.0,0.7797619047619048,0.60506382828386,results\pr_AstroSync\exp\best_band_component_pairs\24EK\im_rec_calib\components\rank_3.png,results\pr_AstroSync\exp\best_band_component_pairs\24EK\im_rec_calib\probabilities\rank_3.png,split_before_csp,"(0, 1, -2, -1)",1.0,0.6666666666666666,0.3333333333333333,0.0,5.0,3.3333333333333335,1.6666666666666667,0.0,1000.0,"[{'component': 0, 'contra': 0.346, 'ipsi': 0.446, 'component_score': 0.792}, {'component': 1, 'contra': 1.483, 'ipsi': 2.417, 'component_score': 3.9}, {'component': -2, 'contra': 1.227, 'ipsi': 1.307, 'component_score': 2.534}, {'component': -1, 'contra': 0.931, 'ipsi': 0.988, 'component_score': 1.919}]"
24EK,qm_rec_calib.hdf,1,lda,"[10.0, 14.0]","[0, 1]","[0, 1]",1.696,0.6666666666666666,0.2652125272413892,0.22324385047881573,2.942199553798604,"[0.7669999999999999, 2.625]",0.6666666666666666,0.8133333333333334,0.44047619047619047,0.3333333333333333,0.6666666666666666,1.6046939027126241,results\pr_AstroSync\exp\best_band_component_pairs\24EK\qm_rec_calib\components\rank_1.png,results\pr_AstroSync\exp\best_band_component_pairs\24EK\qm_rec_calib\probabilities\rank_1.png,split_before_csp,"(0, 1)",0.3333333333333333,1.0,0.0,0.6666666666666666,1.6666666666666667,5.0,0.0,3.3333333333333335,1000.0,"[{'component': 0, 'contra': 0.578, 'ipsi': 0.189, 'component_score': 0.7669999999999999}, {'component': 1, 'contra': 1.083, 'ipsi': 1.542, 'component_score': 2.625}]"
24EK,qm_rec_calib.hdf,2,lda,"[9.0, 13.0]","[0, 1]","[0, 1]",1.417,0.7000000000000001,0.30171468169566656,0.2498174895448358,2.4064702960372406,"[1.028, 1.806]",0.7000000000000001,0.68,0.6626984126984127,0.6,0.8571428571428571,2.479247192267833,results\pr_AstroSync\exp\best_band_component_pairs\24EK\qm_rec_calib\components\rank_2.png,results\pr_AstroSync\exp\best_band_component_pairs\24EK\qm_rec_calib\probabilities\rank_2.png,split_before_csp,"(0, 1)",0.6,0.7999999999999999,0.19999999999999998,0.39999999999999997,3.0,4.0,1.0,2.0,1000.0,"[{'component': 0, 'contra': 0.244, 'ipsi': 0.784, 'component_score': 1.028}, {'component': 1, 'contra': 0.94, 'ipsi': 0.866, 'component_score': 1.806}]"
24EK,qm_rec_calib.hdf,3,lda,"[9.0, 13.0]","[0, 1, -2, -1]","[0, 1, 54, 55]",1.35475,0.6,0.33099751049663295,0.07568599936302516,2.2610811226546863,"[1.028, 1.806, 1.9329999999999998, 0.6519999999999999]",0.6,0.7333333333333334,0.35714285714285715,0.26666666666666666,0.5555555555555555,4.052558467058563,results\pr_AstroSync\exp\best_band_component_pairs\24EK\qm_rec_calib\components\rank_3.png,results\pr_AstroSync\exp\best_band_component_pairs\24EK\qm_rec_calib\probabilities\rank_3.png,split_before_csp,"(0, 1, -2, -1)",0.26666666666666666,0.9333333333333332,0.06666666666666667,0.7333333333333334,1.3333333333333333,4.666666666666667,0.3333333333333333,3.6666666666666665,1000.0,"[{'component': 0, 'contra': 0.244, 'ipsi': 0.784, 'component_score': 1.028}, {'component': 1, 'contra': 0.94, 'ipsi': 0.866, 'component_score': 1.806}, {'component': -2, 'contra': 0.733, 'ipsi': 1.2, 'component_score': 1.9329999999999998}, {'component': -1, 'contra': 0.173, 'ipsi': 0.479, 'component_score': 0.6519999999999999}]"
25PP,im_rec_calib.hdf,1,lda,"[9.0, 13.0]","[0, 1]","[0, 1]",2.4185,0.7999999999999999,0.13277527107905052,0.1682433353345757,4.515883006895316,"[3.827, 1.01]",0.7999999999999999,0.9333333333333332,0.8181818181818182,0.8666666666666667,0.7777777777777777,0.40109793706750835,results\pr_AstroSync\exp\best_band_component_pairs\25PP\im_rec_calib\components\rank_1.png,results\pr_AstroSync\exp\best_band_component_pairs\25PP\im_rec_calib\probabilities\rank_1.png,split_before_csp,"(0, 1)",0.8666666666666667,0.7333333333333334,0.26666666666666666,0.13333333333333333,4.333333333333333,3.6666666666666665,1.3333333333333333,0.6666666666666666,1000.0,"[{'component': 0, 'contra': 2.558, 'ipsi': 1.269, 'component_score': 3.827}, {'component': 1, 'contra': 0.298, 'ipsi': 0.712, 'component_score': 1.01}]"
25PP,im_rec_calib.hdf,2,lda,"[9.0, 13.0]","[0, -1]","[0, 55]",2.4154999999999998,0.8666666666666667,0.14207654683053442,0.01625547785248255,4.4878141011308434,"[3.827, 1.004]",0.8666666666666667,0.88,0.8592592592592592,0.8000000000000002,0.9333333333333332,0.6972835762163045,results\pr_AstroSync\exp\best_band_component_pairs\25PP\im_rec_calib\components\rank_2.png,results\pr_AstroSync\exp\best_band_component_pairs\25PP\im_rec_calib\probabilities\rank_2.png,split_before_csp,"(0, -1)",0.8000000000000002,0.9333333333333332,0.06666666666666667,0.20000000000000004,4.0,4.666666666666667,0.3333333333333333,1.0,1000.0,"[{'component': 0, 'contra': 2.558, 'ipsi': 1.269, 'component_score': 3.827}, {'component': -1, 'contra': 0.838, 'ipsi': 0.166, 'component_score': 1.004}]"
25PP,im_rec_calib.hdf,3,lda,"[8.0, 12.0]","[0, 1]","[0, 1]",2.2855,0.7000000000000001,0.24472235392812317,0.15997627504210504,4.011687060097274,"[3.747, 0.8240000000000001]",0.7000000000000001,0.8266666666666667,0.6753246753246752,0.6666666666666666,0.7777777777777778,1.021820368891864,results\pr_AstroSync\exp\best_band_component_pairs\25PP\im_rec_calib\components\rank_3.png,results\pr_AstroSync\exp\best_band_component_pairs\25PP\im_rec_calib\probabilities\rank_3.png,split_before_csp,"(0, 1)",0.6666666666666666,0.7333333333333334,0.26666666666666666,0.3333333333333333,3.3333333333333335,3.6666666666666665,1.3333333333333333,1.6666666666666667,1000.0,"[{'component': 0, 'contra': 2.402, 'ipsi': 1.345, 'component_score': 3.747}, {'component': 1, 'contra': 0.153, 'ipsi': 0.671, 'component_score': 0.8240000000000001}]"
25PP,qm_rec_calib.hdf,1,lda,"[8.0, 12.0]","[0, 1]","[0, 1]",3.779,0.7333333333333334,0.19514672689504972,0.19487403409912613,6.820540519063607,"[4.659, 2.899]",0.7333333333333334,0.9466666666666667,0.7975357975357976,1.0,0.6712962962962963,0.6176131939858924,results\pr_AstroSync\exp\best_band_component_pairs\25PP\qm_rec_calib\components\rank_1.png,results\pr_AstroSync\exp\best_band_component_pairs\25PP\qm_rec_calib\probabilities\rank_1.png,split_before_csp,"(0, 1)",1.0,0.46666666666666673,0.5333333333333333,0.0,5.0,2.3333333333333335,2.6666666666666665,0.0,1000.0,"[{'component': 0, 'contra': 2.901, 'ipsi': 1.758, 'component_score': 4.659}, {'component': 1, 'contra': 0.293, 'ipsi': 2.606, 'component_score': 2.899}]"
25PP,qm_rec_calib.hdf,2,lda,"[9.0, 13.0]","[0, 1]","[0, 1]",3.5805000000000002,0.7666666666666666,0.218578884275751,0.19384991880321634,6.378378304850674,"[4.1240000000000006, 3.037]",0.7666666666666666,0.96,0.8158508158508159,1.0,0.6944444444444445,0.7430524325452968,results\pr_AstroSync\exp\best_band_component_pairs\25PP\qm_rec_calib\components\rank_2.png,results\pr_AstroSync\exp\best_band_component_pairs\25PP\qm_rec_calib\probabilities\rank_2.png,split_before_csp,"(0, 1)",1.0,0.5333333333333333,0.4666666666666666,0.0,5.0,2.6666666666666665,2.3333333333333335,0.0,1000.0,"[{'component': 0, 'contra': 2.72, 'ipsi': 1.404, 'component_score': 4.1240000000000006}, {'component': 1, 'contra': 0.389, 'ipsi': 2.648, 'component_score': 3.037}]"
25PP,qm_rec_calib.hdf,3,lda,"[8.0, 15.0]","[0, 1]","[0, 1]",3.2800000000000002,0.7000000000000001,0.19530873254409375,0.20499061274472305,5.919387357255373,"[3.878, 2.682]",0.7000000000000001,0.9733333333333333,0.7792207792207791,1.0,0.6481481481481483,0.6609396617583175,results\pr_AstroSync\exp\best_band_component_pairs\25PP\qm_rec_calib\components\rank_3.png,results\pr_AstroSync\exp\best_band_component_pairs\25PP\qm_rec_calib\probabilities\rank_3.png,split_before_csp,"(0, 1)",1.0,0.4000000000000001,0.6,0.0,5.0,2.0,3.0,0.0,1000.0,"[{'component': 0, 'contra': 2.325, 'ipsi': 1.553, 'component_score': 3.878}, {'component': 1, 'contra': 0.257, 'ipsi': 2.425, 'component_score': 2.682}]"
