session,record,rank,classifier,band,components,absolute_components,component_assessment_score,balanced accuracy,brier score,probability_plot_brier_score,ranking_score,component_score_values,accuracy,roc-auc,f1,recall,precision,log loss,component_plot,probability_plot,pipeline,sel_comp,TPR,TNR,FPR,FNR,TP,TN,FP,FN,fs,component_score_details
01TG,im_rec_calib.hdf,1,lda,"[9.0, 13.0]","[0, -1]","[0, 55]",5.819,1.0,2.395847909844689e-05,3.6162753888698877e-06,11.637860585610126,"[8.366, 3.272]",1.0,1.0,1.0,1.0,1.0,0.002069515129484228,results\pr_AstroSync\exp\best_band_component_pairs\01TG\im_rec_calib\components\rank_1.png,results\pr_AstroSync\exp\best_band_component_pairs\01TG\im_rec_calib\probabilities\rank_1.png,split_before_csp,"(0, -1)",1.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,1000.0,"[{'component': 0, 'contra': 6.368, 'ipsi': 1.998, 'component_score': 8.366}, {'component': -1, 'contra': 2.131, 'ipsi': 1.141, 'component_score': 3.272}]"
01TG,im_rec_calib.hdf,2,lda,"[8.0, 12.0]","[0, 1]","[0, 1]",5.4465,1.0,0.0028349683183070055,0.04981603072406843,10.87755934505434,"[7.96, 2.933]",1.0,1.0,1.0,1.0,1.0,0.020833856784223947,results\pr_AstroSync\exp\best_band_component_pairs\01TG\im_rec_calib\components\rank_2.png,results\pr_AstroSync\exp\best_band_component_pairs\01TG\im_rec_calib\probabilities\rank_2.png,split_before_csp,"(0, 1)",1.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,1000.0,"[{'component': 0, 'contra': 5.861, 'ipsi': 2.099, 'component_score': 7.96}, {'component': 1, 'contra': 0.821, 'ipsi': 2.112, 'component_score': 2.933}]"
01TG,im_rec_calib.hdf,3,lda,"[9.0, 13.0]","[0, 1]","[0, 1]",5.307,1.0,0.008148230012375813,0.027385107564559724,10.570757343324322,"[8.366, 2.248]",1.0,1.0,1.0,1.0,1.0,0.03433399925180631,results\pr_AstroSync\exp\best_band_component_pairs\01TG\im_rec_calib\components\rank_3.png,results\pr_AstroSync\exp\best_band_component_pairs\01TG\im_rec_calib\probabilities\rank_3.png,split_before_csp,"(0, 1)",1.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,1000.0,"[{'component': 0, 'contra': 6.368, 'ipsi': 1.998, 'component_score': 8.366}, {'component': 1, 'contra': 0.668, 'ipsi': 1.58, 'component_score': 2.248}]"
01TG,qm_rec_calib.hdf,1,lda,"[9.0, 13.0]","[0, -1]","[0, 55]",2.0505,0.6666666666666666,0.2543079062242804,0.02957791142514573,3.5795416382871132,"[2.851, 1.25]",0.6666666666666666,0.7733333333333333,0.708994708994709,0.7333333333333334,0.7314814814814815,1.2380191703929244,results\pr_AstroSync\exp\best_band_component_pairs\01TG\qm_rec_calib\components\rank_1.png,results\pr_AstroSync\exp\best_band_component_pairs\01TG\qm_rec_calib\probabilities\rank_1.png,split_before_csp,"(0, -1)",0.7333333333333334,0.6,0.39999999999999997,0.26666666666666666,3.6666666666666665,3.0,2.0,1.3333333333333333,1000.0,"[{'component': 0, 'contra': 1.779, 'ipsi': 1.072, 'component_score': 2.851}, {'component': -1, 'contra': 0.369, 'ipsi': 0.881, 'component_score': 1.25}]"
01TG,qm_rec_calib.hdf,2,lda,"[9.0, 13.0]","[0, 1]","[0, 1]",2.085,0.6666666666666666,0.3098394228370311,0.1881152623772791,3.52398480338479,"[2.851, 1.319]",0.6666666666666666,0.6933333333333334,0.7252525252525253,0.8666666666666667,0.6444444444444445,2.012028182442847,results\pr_AstroSync\exp\best_band_component_pairs\01TG\qm_rec_calib\components\rank_2.png,results\pr_AstroSync\exp\best_band_component_pairs\01TG\qm_rec_calib\probabilities\rank_2.png,split_before_csp,"(0, 1)",0.8666666666666667,0.4666666666666666,0.5333333333333333,0.13333333333333333,4.333333333333333,2.3333333333333335,2.6666666666666665,0.6666666666666666,1000.0,"[{'component': 0, 'contra': 1.779, 'ipsi': 1.072, 'component_score': 2.851}, {'component': 1, 'contra': 0.59, 'ipsi': 0.729, 'component_score': 1.319}]"
01TG,qm_rec_calib.hdf,3,lda,"[10.0, 14.0]","[0, 1]","[0, 1]",1.8895,0.6333333333333333,0.3061306388984398,0.19044402909113756,3.200566157801398,"[2.702, 1.077]",0.6333333333333333,0.7733333333333334,0.7186147186147186,0.9333333333333332,0.5925925925925926,5.346788286779522,results\pr_AstroSync\exp\best_band_component_pairs\01TG\qm_rec_calib\components\rank_3.png,results\pr_AstroSync\exp\best_band_component_pairs\01TG\qm_rec_calib\probabilities\rank_3.png,split_before_csp,"(0, 1)",0.9333333333333332,0.3333333333333333,0.6666666666666666,0.06666666666666667,4.666666666666667,1.6666666666666667,3.3333333333333335,0.3333333333333333,1000.0,"[{'component': 0, 'contra': 1.737, 'ipsi': 0.965, 'component_score': 2.702}, {'component': 1, 'contra': 0.35, 'ipsi': 0.727, 'component_score': 1.077}]"
02ES,im_rec_calib.hdf,1,lda,"[8.0, 12.0]","[0, -1]","[0, 55]",12.8095,1.0,0.0038645076917953967,0.015348317337935796,25.569497588721948,"[14.743, 10.876]",1.0,1.0,1.0,1.0,1.0,0.015550143710346727,results\pr_AstroSync\exp\best_band_component_pairs\02ES\im_rec_calib\components\rank_1.png,results\pr_AstroSync\exp\best_band_component_pairs\02ES\im_rec_calib\probabilities\rank_1.png,split_before_csp,"(0, -1)",1.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,1000.0,"[{'component': 0, 'contra': 12.808, 'ipsi': 1.935, 'component_score': 14.743}, {'component': -1, 'contra': 4.481, 'ipsi': 6.395, 'component_score': 10.876}]"
02ES,im_rec_calib.hdf,2,lda,"[9.0, 13.0]","[0, -1]","[0, 55]",12.5275,1.0,4.6747155556983254e-05,0.0035771299520360295,25.05441437500876,"[14.212, 10.843]",1.0,1.0,1.0,1.0,1.0,0.002028912459668049,results\pr_AstroSync\exp\best_band_component_pairs\02ES\im_rec_calib\components\rank_2.png,results\pr_AstroSync\exp\best_band_component_pairs\02ES\im_rec_calib\probabilities\rank_2.png,split_before_csp,"(0, -1)",1.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,1000.0,"[{'component': 0, 'contra': 12.387, 'ipsi': 1.825, 'component_score': 14.212}, {'component': -1, 'contra': 4.205, 'ipsi': 6.638, 'component_score': 10.843}]"
02ES,im_rec_calib.hdf,3,lda,"[8.0, 15.0]","[0, -1]","[0, 55]",11.2235,1.0,0.0019414146657254884,0.012910353316084425,22.42521053249923,"[12.454999999999998, 9.992]",1.0,1.0,1.0,1.0,1.0,0.009781009508806693,results\pr_AstroSync\exp\best_band_component_pairs\02ES\im_rec_calib\components\rank_3.png,results\pr_AstroSync\exp\best_band_component_pairs\02ES\im_rec_calib\probabilities\rank_3.png,split_before_csp,"(0, -1)",1.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,1000.0,"[{'component': 0, 'contra': 10.934, 'ipsi': 1.521, 'component_score': 12.454999999999998}, {'component': -1, 'contra': 4.09, 'ipsi': 5.902, 'component_score': 9.992}]"
02ES,qm_rec_calib.hdf,1,lda,"[8.0, 12.0]","[0, -1]","[0, 55]",11.8765,0.9666666666666667,0.03328671315866288,0.019163097204767904,23.35767035117114,"[13.166, 10.587]",0.9666666666666667,0.9866666666666667,0.9629629629629629,0.9333333333333332,1.0,0.22827401616089849,results\pr_AstroSync\exp\best_band_component_pairs\02ES\qm_rec_calib\components\rank_1.png,results\pr_AstroSync\exp\best_band_component_pairs\02ES\qm_rec_calib\probabilities\rank_1.png,split_before_csp,"(0, -1)",0.9333333333333332,1.0,0.0,0.06666666666666667,4.666666666666667,5.0,0.0,0.3333333333333333,1000.0,"[{'component': 0, 'contra': 11.053, 'ipsi': 2.113, 'component_score': 13.166}, {'component': -1, 'contra': 4.468, 'ipsi': 6.119, 'component_score': 10.587}]"
02ES,qm_rec_calib.hdf,2,lda,"[9.0, 13.0]","[0, -1]","[0, 55]",11.684000000000001,0.9666666666666667,0.03336304398331877,0.00662989751346456,22.978186194098907,"[13.393, 9.975000000000001]",0.9666666666666667,0.9866666666666667,0.9629629629629629,0.9333333333333332,1.0,1.2026940417812189,results\pr_AstroSync\exp\best_band_component_pairs\02ES\qm_rec_calib\components\rank_2.png,results\pr_AstroSync\exp\best_band_component_pairs\02ES\qm_rec_calib\probabilities\rank_2.png,split_before_csp,"(0, -1)",0.9333333333333332,1.0,0.0,0.06666666666666667,4.666666666666667,5.0,0.0,0.3333333333333333,1000.0,"[{'component': 0, 'contra': 11.128, 'ipsi': 2.265, 'component_score': 13.393}, {'component': -1, 'contra': 3.979, 'ipsi': 5.996, 'component_score': 9.975000000000001}]"
02ES,qm_rec_calib.hdf,3,lda,"[9.0, 13.0]","[0, 1]","[0, 1]",11.697000000000001,0.9333333333333332,0.042654627483282935,0.11015764305857005,22.895068822328042,"[13.393, 10.001000000000001]",0.9333333333333332,0.9866666666666667,0.9326599326599326,0.9333333333333332,0.9444444444444445,1.2265732466545975,results\pr_AstroSync\exp\best_band_component_pairs\02ES\qm_rec_calib\components\rank_3.png,results\pr_AstroSync\exp\best_band_component_pairs\02ES\qm_rec_calib\probabilities\rank_3.png,split_before_csp,"(0, 1)",0.9333333333333332,0.9333333333333332,0.06666666666666667,0.06666666666666667,4.666666666666667,4.666666666666667,0.3333333333333333,0.3333333333333333,1000.0,"[{'component': 0, 'contra': 11.128, 'ipsi': 2.265, 'component_score': 13.393}, {'component': 1, 'contra': 2.716, 'ipsi': 7.285, 'component_score': 10.001000000000001}]"
03AC,im_rec_calib.hdf,1,lda,"[9.0, 13.0]","[0, -1]","[0, 55]",3.9115,0.9,0.08807911793550026,0.04825761569355984,7.478478530195291,"[5.194, 2.629]",0.9,0.9333333333333332,0.914141414141414,1.0,0.8492063492063492,0.37573830409542536,results\pr_AstroSync\exp\best_band_component_pairs\03AC\im_rec_calib\components\rank_1.png,results\pr_AstroSync\exp\best_band_component_pairs\03AC\im_rec_calib\probabilities\rank_1.png,split_before_csp,"(0, -1)",1.0,0.7999999999999999,0.20000000000000004,0.0,5.0,4.0,1.0,0.0,1000.0,"[{'component': 0, 'contra': 4.804, 'ipsi': 0.39, 'component_score': 5.194}, {'component': -1, 'contra': 1.667, 'ipsi': 0.962, 'component_score': 2.629}]"
03AC,im_rec_calib.hdf,2,lda,"[9.0, 13.0]","[0, 1]","[0, 1]",3.7424999999999997,0.9666666666666667,0.030913765366472293,0.18721882481791102,7.369305233115977,"[5.194, 2.291]",0.9666666666666667,0.9866666666666667,0.9629629629629629,0.9333333333333332,1.0,0.09217532131364642,results\pr_AstroSync\exp\best_band_component_pairs\03AC\im_rec_calib\components\rank_2.png,results\pr_AstroSync\exp\best_band_component_pairs\03AC\im_rec_calib\probabilities\rank_2.png,split_before_csp,"(0, 1)",0.9333333333333332,1.0,0.0,0.06666666666666667,4.666666666666667,5.0,0.0,0.3333333333333333,1000.0,"[{'component': 0, 'contra': 4.804, 'ipsi': 0.39, 'component_score': 5.194}, {'component': 1, 'contra': 0.356, 'ipsi': 1.935, 'component_score': 2.291}]"
03AC,im_rec_calib.hdf,3,lda,"[10.0, 14.0]","[0, 1]","[0, 1]",3.7675,0.8666666666666667,0.10492449332999682,0.14125574803665958,7.139696971379237,"[5.247, 2.288]",0.8666666666666667,0.9733333333333333,0.8727272727272727,0.9333333333333332,0.8222222222222223,0.4291814458394522,results\pr_AstroSync\exp\best_band_component_pairs\03AC\im_rec_calib\components\rank_3.png,results\pr_AstroSync\exp\best_band_component_pairs\03AC\im_rec_calib\probabilities\rank_3.png,split_before_csp,"(0, 1)",0.9333333333333332,0.8000000000000002,0.20000000000000004,0.06666666666666667,4.666666666666667,4.0,1.0,0.3333333333333333,1000.0,"[{'component': 0, 'contra': 4.343, 'ipsi': 0.904, 'component_score': 5.247}, {'component': 1, 'contra': 0.453, 'ipsi': 1.835, 'component_score': 2.288}]"
03AC,qm_rec_calib.hdf,1,lda,"[10.0, 14.0]","[0, 1]","[0, 1]",4.9275,0.9333333333333332,0.04437961761708633,0.19489704848513859,9.636319434191808,"[5.915, 3.9400000000000004]",0.9333333333333332,0.96,0.9259259259259259,0.8666666666666667,1.0,0.4378251784590233,results\pr_AstroSync\exp\best_band_component_pairs\03AC\qm_rec_calib\components\rank_1.png,results\pr_AstroSync\exp\best_band_component_pairs\03AC\qm_rec_calib\probabilities\rank_1.png,split_before_csp,"(0, 1)",0.8666666666666667,1.0,0.0,0.13333333333333333,4.333333333333333,5.0,0.0,0.6666666666666666,1000.0,"[{'component': 0, 'contra': 2.478, 'ipsi': 3.437, 'component_score': 5.915}, {'component': 1, 'contra': 2.873, 'ipsi': 1.067, 'component_score': 3.9400000000000004}]"
03AC,qm_rec_calib.hdf,2,lda,"[8.0, 15.0]","[0, 1]","[0, 1]",4.275,0.9666666666666667,0.03366902248901725,0.16679700105612283,8.406064928859452,"[4.998, 3.552]",0.9666666666666667,1.0,0.9629629629629629,0.9333333333333332,1.0,0.4971250727329604,results\pr_AstroSync\exp\best_band_component_pairs\03AC\qm_rec_calib\components\rank_2.png,results\pr_AstroSync\exp\best_band_component_pairs\03AC\qm_rec_calib\probabilities\rank_2.png,split_before_csp,"(0, 1)",0.9333333333333332,1.0,0.0,0.06666666666666667,4.666666666666667,5.0,0.0,0.3333333333333333,1000.0,"[{'component': 0, 'contra': 1.825, 'ipsi': 3.173, 'component_score': 4.998}, {'component': 1, 'contra': 2.753, 'ipsi': 0.799, 'component_score': 3.552}]"
03AC,qm_rec_calib.hdf,3,lda,"[9.0, 13.0]","[0, 1]","[0, 1]",4.258,0.9666666666666667,0.03578920431577837,0.1969324356284296,8.363609568023415,"[4.551, 3.965]",0.9666666666666667,0.9733333333333333,0.9629629629629629,0.9333333333333332,1.0,0.35896709460772214,results\pr_AstroSync\exp\best_band_component_pairs\03AC\qm_rec_calib\components\rank_3.png,results\pr_AstroSync\exp\best_band_component_pairs\03AC\qm_rec_calib\probabilities\rank_3.png,split_before_csp,"(0, 1)",0.9333333333333332,1.0,0.0,0.06666666666666667,4.666666666666667,5.0,0.0,0.3333333333333333,1000.0,"[{'component': 0, 'contra': 1.671, 'ipsi': 2.88, 'component_score': 4.551}, {'component': 1, 'contra': 3.001, 'ipsi': 0.964, 'component_score': 3.965}]"
04AB,im_rec_calib.hdf,1,lda,"[10.0, 14.0]","[0, -1]","[0, 55]",4.627000000000001,0.9333333333333332,0.06515409833065332,0.028108623645957863,8.952531987024068,"[6.639, 2.615]",0.9333333333333332,0.9866666666666667,0.9333333333333332,0.9333333333333332,0.9333333333333332,0.2720291873034681,results\pr_AstroSync\exp\best_band_component_pairs\04AB\im_rec_calib\components\rank_1.png,results\pr_AstroSync\exp\best_band_component_pairs\04AB\im_rec_calib\probabilities\rank_1.png,split_before_csp,"(0, -1)",0.9333333333333332,0.9333333333333332,0.06666666666666667,0.06666666666666667,4.666666666666667,4.666666666666667,0.3333333333333333,0.3333333333333333,1000.0,"[{'component': 0, 'contra': 6.163, 'ipsi': 0.476, 'component_score': 6.639}, {'component': -1, 'contra': 0.866, 'ipsi': 1.749, 'component_score': 2.615}]"
04AB,im_rec_calib.hdf,2,lda,"[9.0, 13.0]","[0, -1]","[0, 55]",4.4245,0.9333333333333332,0.04713266499044616,0.028130180065272535,8.64046152374977,"[6.801, 2.048]",0.9333333333333332,0.9866666666666667,0.9333333333333332,0.9333333333333332,0.9333333333333332,0.1382208004855347,results\pr_AstroSync\exp\best_band_component_pairs\04AB\im_rec_calib\components\rank_2.png,results\pr_AstroSync\exp\best_band_component_pairs\04AB\im_rec_calib\probabilities\rank_2.png,split_before_csp,"(0, -1)",0.9333333333333332,0.9333333333333332,0.06666666666666667,0.06666666666666667,4.666666666666667,4.666666666666667,0.3333333333333333,0.3333333333333333,1000.0,"[{'component': 0, 'contra': 6.214, 'ipsi': 0.587, 'component_score': 6.801}, {'component': -1, 'contra': 0.83, 'ipsi': 1.218, 'component_score': 2.048}]"
04AB,im_rec_calib.hdf,3,lda,"[9.0, 13.0]","[0, 1]","[0, 1]",4.176,0.9,0.08551879441595929,0.1417870610524047,7.994873514518955,"[6.801, 1.551]",0.9,0.9466666666666667,0.8863636363636364,0.8666666666666667,0.9444444444444445,0.45393334370541744,results\pr_AstroSync\exp\best_band_component_pairs\04AB\im_rec_calib\components\rank_3.png,results\pr_AstroSync\exp\best_band_component_pairs\04AB\im_rec_calib\probabilities\rank_3.png,split_before_csp,"(0, 1)",0.8666666666666667,0.9333333333333332,0.06666666666666667,0.13333333333333333,4.333333333333333,4.666666666666667,0.3333333333333333,0.6666666666666666,1000.0,"[{'component': 0, 'contra': 6.214, 'ipsi': 0.587, 'component_score': 6.801}, {'component': 1, 'contra': 1.143, 'ipsi': 0.408, 'component_score': 1.551}]"
04AB,qm_rec_calib.hdf,1,lda,"[9.0, 13.0]","[0, 1]","[0, 1]",4.1495,0.7333333333333334,0.22831574465569618,0.2384747353485513,7.3516038175511875,"[4.273, 4.026]",0.7333333333333334,0.7733333333333334,0.7146464646464646,0.6666666666666666,0.8055555555555555,0.9479702122401523,results\pr_AstroSync\exp\best_band_component_pairs\04AB\qm_rec_calib\components\rank_1.png,results\pr_AstroSync\exp\best_band_component_pairs\04AB\qm_rec_calib\probabilities\rank_1.png,split_before_csp,"(0, 1)",0.6666666666666666,0.7999999999999999,0.20000000000000004,0.3333333333333333,3.3333333333333335,4.0,1.0,1.6666666666666667,1000.0,"[{'component': 0, 'contra': 2.494, 'ipsi': 1.779, 'component_score': 4.273}, {'component': 1, 'contra': 0.922, 'ipsi': 3.104, 'component_score': 4.026}]"
04AB,qm_rec_calib.hdf,2,lda,"[10.0, 14.0]","[0, 1]","[0, 1]",4.0280000000000005,0.7333333333333334,0.23677508161243369,0.21641793875436424,7.102269971265118,"[4.45, 3.606]",0.7333333333333334,0.6533333333333334,0.6626984126984127,0.5333333333333333,0.9166666666666666,1.4008358678703994,results\pr_AstroSync\exp\best_band_component_pairs\04AB\qm_rec_calib\components\rank_2.png,results\pr_AstroSync\exp\best_band_component_pairs\04AB\qm_rec_calib\probabilities\rank_2.png,split_before_csp,"(0, 1)",0.5333333333333333,0.9333333333333332,0.06666666666666667,0.4666666666666666,2.6666666666666665,4.666666666666667,0.3333333333333333,2.3333333333333335,1000.0,"[{'component': 0, 'contra': 3.073, 'ipsi': 1.377, 'component_score': 4.45}, {'component': 1, 'contra': 0.799, 'ipsi': 2.807, 'component_score': 3.606}]"
04AB,qm_rec_calib.hdf,3,lda,"[8.0, 12.0]","[0, 1]","[0, 1]",3.9379999999999997,0.6333333333333333,0.2894564223583013,0.2491036659744695,6.7361206087530086,"[3.98, 3.896]",0.6333333333333333,0.7200000000000001,0.5945165945165946,0.5333333333333333,0.75,1.277909928926273,results\pr_AstroSync\exp\best_band_component_pairs\04AB\qm_rec_calib\components\rank_3.png,results\pr_AstroSync\exp\best_band_component_pairs\04AB\qm_rec_calib\probabilities\rank_3.png,split_before_csp,"(0, 1)",0.5333333333333333,0.7333333333333334,0.26666666666666666,0.4666666666666666,2.6666666666666665,3.6666666666666665,1.3333333333333333,2.3333333333333335,1000.0,"[{'component': 0, 'contra': 1.609, 'ipsi': 2.371, 'component_score': 3.98}, {'component': 1, 'contra': 1.403, 'ipsi': 2.493, 'component_score': 3.896}]"
06KK,im_rec_calib.hdf,1,lda,"[10.0, 14.0]","[0, 1]","[0, 1]",2.414,0.8666666666666667,0.117351975697088,0.16461175644761478,4.54471233066723,"[2.588, 2.24]",0.8666666666666667,0.9066666666666667,0.8585858585858586,0.8666666666666667,0.8611111111111112,0.5799664645909081,results\pr_AstroSync\exp\best_band_component_pairs\06KK\im_rec_calib\components\rank_1.png,results\pr_AstroSync\exp\best_band_component_pairs\06KK\im_rec_calib\probabilities\rank_1.png,split_before_csp,"(0, 1)",0.8666666666666667,0.8666666666666667,0.13333333333333333,0.13333333333333333,4.333333333333333,4.333333333333333,0.6666666666666666,0.6666666666666666,1000.0,"[{'component': 0, 'contra': 2.325, 'ipsi': 0.263, 'component_score': 2.588}, {'component': 1, 'contra': 1.095, 'ipsi': 1.145, 'component_score': 2.24}]"
06KK,im_rec_calib.hdf,2,lda,"[10.0, 14.0]","[0, 1, -1]","[0, 1, 55]",2.279333333333333,0.7999999999999999,0.1890787872349302,0.036117826384041415,4.127693084295849,"[2.588, 2.24, 2.01]",0.7999999999999999,0.88,0.6944444444444443,0.6,1.0,3.1317220063743156,results\pr_AstroSync\exp\best_band_component_pairs\06KK\im_rec_calib\components\rank_2.png,results\pr_AstroSync\exp\best_band_component_pairs\06KK\im_rec_calib\probabilities\rank_2.png,split_before_csp,"(0, 1, -1)",0.6,1.0,0.0,0.4000000000000001,3.0,5.0,0.0,2.0,1000.0,"[{'component': 0, 'contra': 2.325, 'ipsi': 0.263, 'component_score': 2.588}, {'component': 1, 'contra': 1.095, 'ipsi': 1.145, 'component_score': 2.24}, {'component': -1, 'contra': 0.255, 'ipsi': 1.755, 'component_score': 2.01}]"
06KK,im_rec_calib.hdf,3,lda,"[9.0, 13.0]","[0, -2, -1]","[0, 54, 55]",2.188333333333333,0.7999999999999999,0.1400609035869346,0.027135532382310312,4.07016672265059,"[2.4570000000000003, 2.226, 1.8820000000000001]",0.7999999999999999,0.92,0.797979797979798,0.7999999999999999,0.8055555555555555,0.612536247089806,results\pr_AstroSync\exp\best_band_component_pairs\06KK\im_rec_calib\components\rank_3.png,results\pr_AstroSync\exp\best_band_component_pairs\06KK\im_rec_calib\probabilities\rank_3.png,split_before_csp,"(0, -2, -1)",0.7999999999999999,0.7999999999999999,0.20000000000000004,0.20000000000000004,4.0,4.0,1.0,1.0,1000.0,"[{'component': 0, 'contra': 2.035, 'ipsi': 0.422, 'component_score': 2.4570000000000003}, {'component': -2, 'contra': 1.453, 'ipsi': 0.773, 'component_score': 2.226}, {'component': -1, 'contra': 0.433, 'ipsi': 1.449, 'component_score': 1.8820000000000001}]"
06KK,qm_rec_calib.hdf,1,lda,"[9.0, 13.0]","[0, -1]","[0, 55]",4.553,0.8666666666666667,0.09744613503934685,0.02258368569004656,8.662327747165854,"[4.104, 5.002]",0.8666666666666667,0.9866666666666667,0.8777777777777778,0.9333333333333332,0.8380952380952381,0.3380305252336626,results\pr_AstroSync\exp\best_band_component_pairs\06KK\qm_rec_calib\components\rank_1.png,results\pr_AstroSync\exp\best_band_component_pairs\06KK\qm_rec_calib\probabilities\rank_1.png,split_before_csp,"(0, -1)",0.9333333333333332,0.7999999999999999,0.20000000000000004,0.06666666666666667,4.666666666666667,4.0,1.0,0.3333333333333333,1000.0,"[{'component': 0, 'contra': 3.835, 'ipsi': 0.269, 'component_score': 4.104}, {'component': -1, 'contra': 1.764, 'ipsi': 3.238, 'component_score': 5.002}]"
06KK,qm_rec_calib.hdf,2,lda,"[9.0, 13.0]","[0, 1, -1]","[0, 1, 55]",4.2379999999999995,0.8666666666666667,0.09945739328217162,0.02417299375586985,8.054499567270156,"[4.104, 3.608, 5.002]",0.8666666666666667,0.9866666666666667,0.8777777777777778,0.9333333333333332,0.8380952380952381,0.38030053502113254,results\pr_AstroSync\exp\best_band_component_pairs\06KK\qm_rec_calib\components\rank_2.png,results\pr_AstroSync\exp\best_band_component_pairs\06KK\qm_rec_calib\probabilities\rank_2.png,split_before_csp,"(0, 1, -1)",0.9333333333333332,0.7999999999999999,0.20000000000000004,0.06666666666666667,4.666666666666667,4.0,1.0,0.3333333333333333,1000.0,"[{'component': 0, 'contra': 3.835, 'ipsi': 0.269, 'component_score': 4.104}, {'component': 1, 'contra': 1.826, 'ipsi': 1.782, 'component_score': 3.608}, {'component': -1, 'contra': 1.764, 'ipsi': 3.238, 'component_score': 5.002}]"
06KK,qm_rec_calib.hdf,3,lda,"[10.0, 14.0]","[0, -1]","[0, 55]",4.067,0.9333333333333332,0.056859145587680314,0.024971175794805997,7.902753854894905,"[4.433, 3.7010000000000005]",0.9333333333333332,0.9733333333333333,0.9326599326599326,0.9333333333333332,0.9444444444444445,1.26473333791878,results\pr_AstroSync\exp\best_band_component_pairs\06KK\qm_rec_calib\components\rank_3.png,results\pr_AstroSync\exp\best_band_component_pairs\06KK\qm_rec_calib\probabilities\rank_3.png,split_before_csp,"(0, -1)",0.9333333333333332,0.9333333333333332,0.06666666666666667,0.06666666666666667,4.666666666666667,4.666666666666667,0.3333333333333333,0.3333333333333333,1000.0,"[{'component': 0, 'contra': 4.092, 'ipsi': 0.341, 'component_score': 4.433}, {'component': -1, 'contra': 1.227, 'ipsi': 2.474, 'component_score': 3.7010000000000005}]"
07TS,im_rec_calib.hdf,1,lda,"[10.0, 14.0]","[0, 1]","[0, 1]",3.279,0.7000000000000001,0.1931855066568977,0.2154883580300601,5.9245447236720326,"[4.144, 2.414]",0.7000000000000001,0.8533333333333334,0.7345247345247344,0.7999999999999999,0.7083333333333334,0.5420687153530309,results\pr_AstroSync\exp\best_band_component_pairs\07TS\im_rec_calib\components\rank_1.png,results\pr_AstroSync\exp\best_band_component_pairs\07TS\im_rec_calib\probabilities\rank_1.png,split_before_csp,"(0, 1)",0.7999999999999999,0.6,0.39999999999999997,0.20000000000000004,4.0,3.0,2.0,1.0,1000.0,"[{'component': 0, 'contra': 3.558, 'ipsi': 0.586, 'component_score': 4.144}, {'component': 1, 'contra': 0.582, 'ipsi': 1.832, 'component_score': 2.414}]"
07TS,im_rec_calib.hdf,2,lda,"[8.0, 15.0]","[0, 1]","[0, 1]",2.6585,0.7333333333333334,0.1993245324472175,0.19714972518771906,4.787095730489073,"[3.431, 1.886]",0.7333333333333334,0.7999999999999999,0.7515151515151516,0.8000000000000002,0.7111111111111111,0.6482692633377317,results\pr_AstroSync\exp\best_band_component_pairs\07TS\im_rec_calib\components\rank_2.png,results\pr_AstroSync\exp\best_band_component_pairs\07TS\im_rec_calib\probabilities\rank_2.png,split_before_csp,"(0, 1)",0.8000000000000002,0.6666666666666666,0.3333333333333333,0.20000000000000004,4.0,3.3333333333333335,1.6666666666666667,1.0,1000.0,"[{'component': 0, 'contra': 3.015, 'ipsi': 0.416, 'component_score': 3.431}, {'component': 1, 'contra': 0.446, 'ipsi': 1.44, 'component_score': 1.886}]"
07TS,im_rec_calib.hdf,3,lda,"[10.0, 14.0]","[0, -1]","[0, 55]",2.622,0.7000000000000001,0.19406229680664208,0.02610763358547525,4.735168657772984,"[4.144, 1.1]",0.7000000000000001,0.8666666666666667,0.5682539682539682,0.46666666666666673,0.9333333333333332,0.5777000732660299,results\pr_AstroSync\exp\best_band_component_pairs\07TS\im_rec_calib\components\rank_3.png,results\pr_AstroSync\exp\best_band_component_pairs\07TS\im_rec_calib\probabilities\rank_3.png,split_before_csp,"(0, -1)",0.46666666666666673,0.9333333333333332,0.06666666666666667,0.5333333333333333,2.3333333333333335,4.666666666666667,0.3333333333333333,2.6666666666666665,1000.0,"[{'component': 0, 'contra': 3.558, 'ipsi': 0.586, 'component_score': 4.144}, {'component': -1, 'contra': 0.404, 'ipsi': 0.696, 'component_score': 1.1}]"
