project,stage,subject,record,file,matrix,matrix_path,band,components,absolute_components,n_components,classifier,cv_method,cv_splits,cv_test_size,cv_tested_epochs,accuracy,balanced_accuracy,brier_score,component_score_values,mean_score,comp_set_score,final_score_method,rank_within_file,rank_global,probability_plot
pr_Agency_EBCI,test,03_23 Artem,01_calib,test/03_23 Artem/01_calib,"MATRIX_[9, 13]_robust_concat_01_calib.hdf","C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\features\csp\test\03_23 Artem\MATRIX_[9, 13]_robust_concat_01_calib.hdf","[9, 13]","[1, 2, -1]","[1, 2, 55]",3,lda,time_series_by_class,3,5,30,0.9333333333333333,0.9333333333333333,0.03729325977822307,"[0.4528879408616723, 1.015835139733391, 1.1953229759925088]",0.8880153521958573,4.5190471070158145,final_score_2,1,1088,"C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\results\algorithm\probability_plots\final_score_2\test_03_23_Artem_01_calib\top_01_[9,_13]_[1,_2,_-1].png"
pr_Agency_EBCI,test,03_23 Artem,01_calib,test/03_23 Artem/01_calib,"MATRIX_[10, 14]_robust_concat_01_calib.hdf","C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\features\csp\test\03_23 Artem\MATRIX_[10, 14]_robust_concat_01_calib.hdf","[10, 14]","[-2, -1]","[54, 55]",2,lda,time_series_by_class,3,5,30,1.0,1.0,0.007882097614614865,"[0.5110497133538584, 0.7575220224846657]",0.634285867919262,4.331541544090619,final_score_2,2,1138,"C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\results\algorithm\probability_plots\final_score_2\test_03_23_Artem_01_calib\top_02_[10,_14]_[-2,_-1].png"
pr_Agency_EBCI,test,03_23 Artem,01_calib,test/03_23 Artem/01_calib,"MATRIX_[10, 14]_robust_concat_01_calib.hdf","C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\features\csp\test\03_23 Artem\MATRIX_[10, 14]_robust_concat_01_calib.hdf","[10, 14]","[2, -2, -1]","[2, 54, 55]",3,lda,time_series_by_class,3,5,30,1.0,1.0,0.005089988179143429,"[0.5597591467947923, 0.5110497133538584, 0.7575220224846657]",0.6094436275444388,4.279735866255049,final_score_2,3,1159,"C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\results\algorithm\probability_plots\final_score_2\test_03_23_Artem_01_calib\top_03_[10,_14]_[2,_-2,_-1].png"
pr_Agency_EBCI,test,03_23 Artem,01_calib,test/03_23 Artem/01_calib,"MATRIX_[10, 14]_robust_concat_01_calib.hdf","C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\features\csp\test\03_23 Artem\MATRIX_[10, 14]_robust_concat_01_calib.hdf","[10, 14]","[1, 2, -2, -1]","[1, 2, 54, 55]",4,lda,time_series_by_class,3,5,30,1.0,1.0,0.004739638826332691,"[0.5517503975128552, 0.5597591467947923, 0.5110497133538584, 0.7575220224846657]",0.5950203200365429,4.193114977201763,final_score_2,4,1190,
pr_Agency_EBCI,test,03_23 Artem,01_calib,test/03_23 Artem/01_calib,"MATRIX_[10, 14]_robust_concat_01_calib.hdf","C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\features\csp\test\03_23 Artem\MATRIX_[10, 14]_robust_concat_01_calib.hdf","[10, 14]","[0, -2, -1]","[0, 54, 55]",3,lda,time_series_by_class,3,5,30,1.0,1.0,0.007347787463876238,"[0.552060817435389, 0.5110497133538584, 0.7575220224846657]",0.606877517757971,4.16657282814728,final_score_2,5,1201,
pr_Agency_EBCI,test,03_23 Artem,01_calib,test/03_23 Artem/01_calib,"MATRIX_[10, 14]_robust_concat_01_calib.hdf","C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\features\csp\test\03_23 Artem\MATRIX_[10, 14]_robust_concat_01_calib.hdf","[10, 14]","[0, 2, -2, -1]","[0, 2, 54, 55]",4,lda,time_series_by_class,3,5,30,1.0,1.0,0.005829687888316577,"[0.552060817435389, 0.5597591467947923, 0.5110497133538584, 0.7575220224846657]",0.5950979250171764,4.148197132710009,final_score_2,6,1209,
pr_Agency_EBCI,test,03_23 Artem,01_calib,test/03_23 Artem/01_calib,"MATRIX_[9, 13]_robust_concat_01_calib.hdf","C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\features\csp\test\03_23 Artem\MATRIX_[9, 13]_robust_concat_01_calib.hdf","[9, 13]","[0, 1, 2, -1]","[0, 1, 2, 55]",4,lda,time_series_by_class,3,5,30,0.9333333333333333,0.9333333333333333,0.031190194223998956,"[0.314894273588432, 0.4528879408616723, 1.015835139733391, 1.1953229759925088]",0.744735082544001,4.028408319566651,final_score_2,7,1238,
pr_Agency_EBCI,test,03_23 Artem,01_calib,test/03_23 Artem/01_calib,"MATRIX_[10, 14]_robust_concat_01_calib.hdf","C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\features\csp\test\03_23 Artem\MATRIX_[10, 14]_robust_concat_01_calib.hdf","[10, 14]","[1, 2, -1]","[1, 2, 55]",3,lda,time_series_by_class,3,5,30,0.9666666666666667,0.9666666666666667,0.018252207711099325,"[0.5517503975128552, 0.5597591467947923, 0.7575220224846657]",0.6230105222641044,3.835447253814891,final_score_2,8,1295,
pr_Agency_EBCI,test,03_23 Artem,01_calib,test/03_23 Artem/01_calib,"MATRIX_[10, 14]_robust_concat_01_calib.hdf","C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\features\csp\test\03_23 Artem\MATRIX_[10, 14]_robust_concat_01_calib.hdf","[10, 14]","[1, -2, -1]","[1, 54, 55]",3,lda,time_series_by_class,3,5,30,0.9666666666666667,0.9666666666666667,0.01621325047858252,"[0.5517503975128552, 0.5110497133538584, 0.7575220224846657]",0.6067740444504598,3.81243727111324,final_score_2,9,1302,
pr_Agency_EBCI,test,03_23 Artem,01_calib,test/03_23 Artem/01_calib,"MATRIX_[10, 14]_robust_concat_01_calib.hdf","C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\features\csp\test\03_23 Artem\MATRIX_[10, 14]_robust_concat_01_calib.hdf","[10, 14]","[0, 1, 2, -1]","[0, 1, 2, 55]",4,lda,time_series_by_class,3,5,30,0.9666666666666667,0.9666666666666667,0.01711710680164978,"[0.552060817435389, 0.5517503975128552, 0.5597591467947923, 0.7575220224846657]",0.6052730960569255,3.7687877861684425,final_score_2,10,1312,
