project,stage,subject,record,file,epoch_path,matrix,matrix_path,band,component,component_1based,component_relative,edge_group,eigenvalue,eigen_score_abs_diff,eigen_score_logit,eigengap,eigen_gap_multiplier,eigen_abs_boost,eigengap_boost,weighted_contra,weighted_ipsi,locality,locality_ipsi,contra_local_weighted,ipsi_local_weighted,weighted_local_sum,contrast_contra,contrast_ipsi,gof,gof_coef,final_score_1,final_score_2,final_score_3,final_score_4,final_score_5,rv,x_mm,y_mm,z_mm,ori_x,ori_y,ori_z,amplitude,fit_error,dist_left_M1_mm,in_left_M1,dist_left_S1_mm,in_left_S1,dist_SMA_mm,in_SMA,dist_left_PMd_mm,in_left_PMd,dist_right_M1_mm,in_right_M1,dist_right_S1_mm,in_right_S1,dist_right_PMd_mm,in_right_PMd,roi_names,roi_count,roi_weights,best_roi,best_roi_weight,nearest_roi,nearest_roi_dist_mm
pr_Agency_EBCI,test,03_23 Artem,01_calib,test/03_23 Artem/01_calib,C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\trans\test\03_23 Artem\EPOCHS_01_calib.hdf,"MATRIX_[8, 12]_robust_concat_01_calib.hdf","C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\features\csp\test\03_23 Artem\MATRIX_[8, 12]_robust_concat_01_calib.hdf","[8, 12]",0,1,0,first5,0.3011009887817168,0.199,0.842,0.010938451096664137,1.4067070070729446,1.3980000000000001,1.0218769021933283,0.15969477642981617,0.19761958975601573,0.6071428571428572,0.6071428571428572,0.25665231926220455,0.31760291210788244,0.574255231370087,0.1135465661199934,0.1427977509390328,31.677822096510553,0.0,0.11427679104264733,0.48352290481361326,0.8078088578165965,0.0,0.0,68.32217790348945,-60.314450330646665,38.076242671275224,-46.477687113453634,0.33744510633313957,0.6061842985118325,-0.7201884450958191,0.0003682797513320965,,122.25517884812666,False,121.11006880671545,False,128.4372811580886,False,116.91415737624327,False,153.72576102527694,False,157.48167011406753,False,142.91304570272584,False,,0,,,0.0,left_PMd,116.91415737624327
pr_Agency_EBCI,test,03_23 Artem,01_calib,test/03_23 Artem/01_calib,C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\trans\test\03_23 Artem\EPOCHS_01_calib.hdf,"MATRIX_[8, 12]_robust_concat_01_calib.hdf","C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\features\csp\test\03_23 Artem\MATRIX_[8, 12]_robust_concat_01_calib.hdf","[8, 12]",1,2,1,first5,0.31203943987838095,0.188,0.791,0.005249741988446799,1.3799478059753119,1.376,1.0104994839768935,0.0931833298592884,0.26406241627540283,0.5178571428571428,0.5178571428571428,0.14143898282213418,0.4008090247037364,0.5422480075258707,0.06739977884175427,0.22501881314185904,35.219529222320666,0.20439058444641334,0.10194262541486368,0.4289181739529637,0.7482739482798096,0.15250261275020738,0.15410381148921257,64.78047077767934,-14.870357535068727,-83.44845011334309,-8.787384790945186,-0.28948613522072175,-0.0039788704500168005,-0.9571739372260989,0.00021567283221924385,,90.43221350616417,False,85.36896666538702,False,103.34381803181816,False,100.31082376200757,False,101.58403774547632,False,98.92462047138471,False,108.29469704348519,False,,0,,,0.0,left_S1,85.36896666538702
pr_Agency_EBCI,test,03_23 Artem,01_calib,test/03_23 Artem/01_calib,C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\trans\test\03_23 Artem\EPOCHS_01_calib.hdf,"MATRIX_[8, 12]_robust_concat_01_calib.hdf","C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\features\csp\test\03_23 Artem\MATRIX_[8, 12]_robust_concat_01_calib.hdf","[8, 12]",2,3,2,first5,0.31728918186682775,0.183,0.766,0.008719147618649559,1.3723824160568514,1.366,1.0174382952372991,0.4650379629101936,0.363030346638109,0.5714285714285714,0.5714285714285714,0.7307739417160185,0.5704762590027427,1.3012502007187612,0.18822506631379154,0.14959014022170905,28.602121170319272,0.0,0.2381287867315333,0.9967576537505711,1.7858128943568763,0.0,0.0,71.39787882968074,14.639269871473225,-72.23807374067194,-3.9749128419128663,-0.411129649992437,-0.3057674472243825,0.8587657882769787,0.0003494455814037571,,92.13163181948666,False,90.14018322898926,False,91.88405986354333,False,97.68125523087515,False,79.87604597267756,False,75.27187585113218,False,88.8933596950547,False,,0,,,0.0,right_S1,75.27187585113218
pr_Agency_EBCI,test,03_23 Artem,01_calib,test/03_23 Artem/01_calib,C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\trans\test\03_23 Artem\EPOCHS_01_calib.hdf,"MATRIX_[8, 12]_robust_concat_01_calib.hdf","C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\features\csp\test\03_23 Artem\MATRIX_[8, 12]_robust_concat_01_calib.hdf","[8, 12]",3,4,3,first5,0.3260083294854773,0.174,0.726,0.008492941594342385,1.3539110873496623,1.3479999999999999,1.0169858831886849,0.2808350748899196,0.08792913446170728,0.6071428571428572,0.6071428571428572,0.45134208464451364,0.1413146803848867,0.5926567650294003,0.23159922361449067,0.05789661064764556,42.95745076633755,0.35914901532675103,0.10312227711511565,0.43026881141134465,0.8024045651660887,0.28692462215533904,0.2917982902712272,57.04254923366245,10.399705447509614,-65.91193936633752,25.01400924996206,-0.5659356662675662,-0.8148092024349358,0.1257091296351608,0.00023634261684151665,,69.7830563233271,False,69.01912935410301,False,69.17853668438104,False,76.08194084266837,False,58.06993512466893,False,54.92257916027605,False,67.99775520019917,False,,0,,,0.0,right_S1,54.92257916027605
pr_Agency_EBCI,test,03_23 Artem,01_calib,test/03_23 Artem/01_calib,C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\trans\test\03_23 Artem\EPOCHS_01_calib.hdf,"MATRIX_[8, 12]_robust_concat_01_calib.hdf","C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\features\csp\test\03_23 Artem\MATRIX_[8, 12]_robust_concat_01_calib.hdf","[8, 12]",4,5,4,first5,0.3345012710798197,0.165,0.688,0.010798246790640842,1.337126842881823,1.33,1.0215964935812818,0.18092705954394575,0.06858169728509397,0.4642857142857143,0.4642857142857143,0.26492890861792057,0.10042319959603047,0.36535210821395103,0.25697460155831936,0.09621147803127901,42.81496537162768,0.3562993074325536,0.06028309785530192,0.2513622504511983,0.4885221109963385,0.17313235515712,0.17687140695398296,57.18503462837232,-10.536095161963393,-69.19525371497781,15.778668849747945,-0.7100694874451391,0.6540137240924149,-0.2608972435618443,0.000284751005959463,,65.64127426749145,False,61.95345068464488,False,76.7286791067174,False,75.28348111591772,False,76.32807210183397,False,74.88854411019469,False,82.75049961825391,False,,0,,,0.0,left_S1,61.95345068464488
pr_Agency_EBCI,test,03_23 Artem,01_calib,test/03_23 Artem/01_calib,C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\trans\test\03_23 Artem\EPOCHS_01_calib.hdf,"MATRIX_[8, 12]_robust_concat_01_calib.hdf","C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\features\csp\test\03_23 Artem\MATRIX_[8, 12]_robust_concat_01_calib.hdf","[8, 12]",51,52,-5,last5,0.6865519488811277,0.187,0.784,0.016014563483329525,1.3859788934855306,1.374,1.032029126966659,0.07985575575465925,0.19932787535768895,0.5714285714285714,0.5714285714285714,0.1254876161858931,0.31322951841922547,0.4387171346051186,0.0893918108477099,0.20110552684127303,33.865623040028865,0.0,0.08204010417115717,0.343954233530413,0.6080526887731448,0.0,0.0,66.13437695997114,28.645827366179883,-78.91654537774427,9.257819035569426,0.751692500304087,-0.5552414144836911,0.3559007679518831,0.00011902019641859348,,96.84906521694133,False,95.97163836020064,False,92.26703756210513,False,102.09180989493865,False,72.48960127263392,False,66.31784354171143,False,84.93765350309687,False,,0,,,0.0,right_S1,66.31784354171143
pr_Agency_EBCI,test,03_23 Artem,01_calib,test/03_23 Artem/01_calib,C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\trans\test\03_23 Artem\EPOCHS_01_calib.hdf,"MATRIX_[8, 12]_robust_concat_01_calib.hdf","C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\features\csp\test\03_23 Artem\MATRIX_[8, 12]_robust_concat_01_calib.hdf","[8, 12]",52,53,-4,last5,0.6931090921991426,0.193,0.815,0.006557143318014935,1.3910621146415076,1.3860000000000001,1.0131142866360299,0.13888352437270407,0.18856933666135395,0.5892857142857143,0.5892857142857143,0.22072560123519042,0.2996905529082233,0.5204161541434137,0.12040053903280018,0.1772391230464485,45.99851278895712,0.4199702557791425,0.10044031774967885,0.42413916562688214,0.7239311958763378,0.30292319723894906,0.30689581887624323,54.00148721104288,-50.3630492506563,-53.10163698743065,42.988266531660095,0.7937062301328234,-0.48650628339477336,-0.3651603161157383,0.00014129869298593802,,34.96437711408695,True,26.169401299462784,True,70.57161666310475,False,51.99585405187965,False,92.0586050245744,False,95.63383208092512,False,91.34675886235853,False,left_M1;left_S1,2,1;0.8,left_M1,1.0,left_S1,26.169401299462784
pr_Agency_EBCI,test,03_23 Artem,01_calib,test/03_23 Artem/01_calib,C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\trans\test\03_23 Artem\EPOCHS_01_calib.hdf,"MATRIX_[8, 12]_robust_concat_01_calib.hdf","C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\features\csp\test\03_23 Artem\MATRIX_[8, 12]_robust_concat_01_calib.hdf","[8, 12]",53,54,-3,last5,0.7060314504325517,0.206,0.876,0.012922358233409037,1.422648023184329,1.412,1.025844716466818,0.24159039957575945,0.22455230161158043,0.5,0.5,0.3623855993636392,0.33682845241737064,0.6992140517810098,0.19426046868657523,0.1770629603952867,22.298225616007038,0.0,0.14403809466688802,0.6125115093601646,0.9947354885489587,0.0,0.0,77.70177438399296,-39.48688970411235,-46.80423860431174,-0.41796735928300405,0.08347903812503134,-0.9918744063777288,0.09600214667676728,0.00030853962308270065,,60.95226607013187,False,55.10300772651885,False,81.46692124397849,False,69.4312941668807,False,96.96025400377376,False,98.3368645564809,False,96.14175085023419,False,,0,,,0.0,left_S1,55.10300772651885
pr_Agency_EBCI,test,03_23 Artem,01_calib,test/03_23 Artem/01_calib,C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\trans\test\03_23 Artem\EPOCHS_01_calib.hdf,"MATRIX_[8, 12]_robust_concat_01_calib.hdf","C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\features\csp\test\03_23 Artem\MATRIX_[8, 12]_robust_concat_01_calib.hdf","[8, 12]",54,55,-2,last5,0.7215179827165847,0.222,0.952,0.015486532284033072,1.4577520406682214,1.444,1.0309730645680661,0.21630964004969652,0.276851694879259,0.5,0.5,0.32446446007454477,0.41527754231888847,0.7397420023934332,0.18617711013221264,0.20702042768449597,47.42793366987739,0.44855867339754785,0.16422272453134218,0.7042343862785484,1.0783604135570237,0.47914474616506364,0.49398532732548384,52.57206633012261,-13.567214583819556,-46.409118797669514,42.49478889638574,0.7914999952756079,0.05468850954658499,-0.6087174421702453,0.00033565339049290916,,34.4643176890193,True,34.17647589150857,True,45.358326302182014,False,43.19671779934427,False,56.04880100269465,False,58.71391278431844,False,58.18491610395238,False,left_M1;left_S1,2,1;0.8,left_M1,1.0,left_S1,34.17647589150857
pr_Agency_EBCI,test,03_23 Artem,01_calib,test/03_23 Artem/01_calib,C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\trans\test\03_23 Artem\EPOCHS_01_calib.hdf,"MATRIX_[8, 12]_robust_concat_01_calib.hdf","C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\features\csp\test\03_23 Artem\MATRIX_[8, 12]_robust_concat_01_calib.hdf","[8, 12]",55,56,-1,last5,0.7454650427447564,0.245,1.075,0.023947060028171707,1.5134681188276082,1.49,1.0478941200563434,0.7254939468067951,0.14323276837241392,0.5535714285714286,0.5535714285714286,1.1271066673605568,0.22252233657857162,1.3496290039391283,0.40864457985625835,0.07374968297960972,50.104853102391125,0.5020970620478225,0.3306591059650864,1.4508511792345629,2.042620469706931,1.0096906890212245,1.058048936100979,49.895146897608875,-26.352920047712978,-22.98926652773251,49.849940397930474,-0.8480265648090803,-0.5152463474073237,-0.12398446217781534,0.00048300185804637234,,11.48524996971279,True,17.280169303131423,True,32.396528266293764,True,16.28539887499338,True,62.66363741227808,False,68.74514396785177,False,56.71632271102816,False,left_M1;left_S1;SMA;left_PMd,4,1;0.8;0.7;0.6,left_M1,1.0,left_M1,11.48524996971279
pr_Agency_EBCI,test,03_23 Artem,01_calib,test/03_23 Artem/01_calib,C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\trans\test\03_23 Artem\EPOCHS_01_calib.hdf,"MATRIX_[9, 13]_robust_concat_01_calib.hdf","C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\features\csp\test\03_23 Artem\MATRIX_[9, 13]_robust_concat_01_calib.hdf","[9, 13]",0,1,0,first5,0.3061019144053637,0.194,0.818,0.008235141012515101,1.3943904694257117,1.388,1.0164702820250302,0.16539419373044334,0.10074845049292884,0.4464285714285714,0.4464285714285714,0.23923088736010553,0.14572543732012921,0.3849563246802348,0.2149243736814815,0.08084808629217012,27.444930176809972,0.0,0.07468152698796555,0.314894273588432,0.5367794302792692,0.0,0.0,72.55506982319002,-33.871103678019345,-7.578339831070228,-77.84571277665741,0.00294609681702829,0.5495063497660806,0.8354843458020638,0.0011701927121653322,,134.8661482765228,False,132.01787351197072,False,140.01357255919007,False,133.9750815800744,False,151.8759917846788,False,152.0495456899821,False,147.45469167281777,False,,0,,,0.0,left_S1,132.01787351197072
pr_Agency_EBCI,test,03_23 Artem,01_calib,test/03_23 Artem/01_calib,C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\trans\test\03_23 Artem\EPOCHS_01_calib.hdf,"MATRIX_[9, 13]_robust_concat_01_calib.hdf","C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\features\csp\test\03_23 Artem\MATRIX_[9, 13]_robust_concat_01_calib.hdf","[9, 13]",1,2,1,first5,0.3143370554178788,0.186,0.78,0.00877800580804955,1.3785308363211888,1.3719999999999999,1.017556011616099,0.21344383844883377,0.16029215754665171,0.5535714285714286,0.5535714285714286,0.3316002490187239,0.2490253161885482,0.5806255652072722,0.213626786309256,0.14688016879326207,42.030735745565934,0.3406147149113187,0.10799635512855262,0.4528879408616723,0.8004102459946438,0.27133990679044523,0.27610355334596953,57.969264254434066,-7.2740486337028365,-73.67034164756696,18.41287016329875,-0.9356723128822074,0.039373426168042756,-0.35066658839622883,0.00028577915061850855,,68.59384411626112,False,65.12361882279795,False,78.73580996555349,False,78.4534968086657,False,75.84575435645122,False,73.91296164435005,False,83.4843973954537,False,,0,,,0.0,left_S1,65.12361882279795
pr_Agency_EBCI,test,03_23 Artem,01_calib,test/03_23 Artem/01_calib,C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\trans\test\03_23 Artem\EPOCHS_01_calib.hdf,"MATRIX_[9, 13]_robust_concat_01_calib.hdf","C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\features\csp\test\03_23 Artem\MATRIX_[9, 13]_robust_concat_01_calib.hdf","[9, 13]",2,3,2,first5,0.32311506122592837,0.177,0.739,0.01474521025742137,1.3644396088622543,1.354,1.0294904205148427,0.5676953065863477,0.30705509052691804,0.5714285714285714,0.5714285714285714,0.8920926246356893,0.4825151422565855,1.3746077668922747,0.1970604137826593,0.10626483492971875,27.092928613693633,0.0,0.2433055747399326,1.015835139733391,1.8755692837975122,0.0,0.0,72.90707138630637,32.47452826681513,-64.76780115068193,29.189889327791043,0.16450342490241665,0.8991538059799723,-0.4055379839017613,0.00018778484037515827,,84.0806557198533,False,85.29687278145914,False,73.0634786687795,False,87.16956952304675,False,48.92059480279365,False,42.6595330198478,False,62.939547861022845,False,,0,,,0.0,right_S1,42.6595330198478
pr_Agency_EBCI,test,03_23 Artem,01_calib,test/03_23 Artem/01_calib,C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\trans\test\03_23 Artem\EPOCHS_01_calib.hdf,"MATRIX_[9, 13]_robust_concat_01_calib.hdf","C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\features\csp\test\03_23 Artem\MATRIX_[9, 13]_robust_concat_01_calib.hdf","[9, 13]",3,4,3,first5,0.33786027148334974,0.162,0.673,0.006699959342865602,1.328341573654177,1.324,1.0133999186857312,0.29947136537233204,0.17645321559417917,0.5892857142857143,0.5892857142857143,0.4759455628238849,0.2804345747836062,0.7563801376074911,0.209629855606967,0.12131024585088696,56.187706309158955,0.6237541261831792,0.12253358229241357,0.5090438326098415,1.0047311822702978,0.6246568868974717,0.6330272383883798,43.812293690841045,16.553717758317894,-64.48862700910686,11.55920547591524,-0.9876639658446889,-0.048629070107926074,0.14884590727453645,0.0005825146312195997,,79.85115143337282,False,79.07882850696065,False,76.49635584170487,False,84.56348482290551,False,63.18600341877669,False,58.92738357195138,False,72.78026227255688,False,,0,,,0.0,right_S1,58.92738357195138
pr_Agency_EBCI,test,03_23 Artem,01_calib,test/03_23 Artem/01_calib,C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\trans\test\03_23 Artem\EPOCHS_01_calib.hdf,"MATRIX_[9, 13]_robust_concat_01_calib.hdf","C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\features\csp\test\03_23 Artem\MATRIX_[9, 13]_robust_concat_01_calib.hdf","[9, 13]",4,5,4,first5,0.34456023082621534,0.155,0.643,0.002562456434737237,1.311588722989537,1.31,1.0051249128694746,0.10108380340162403,0.30504076603001523,0.4642857142857143,0.4642857142857143,0.14801556926666376,0.4466668359725223,0.5946824052391861,0.09362581938458087,0.33814771729155896,42.5970216002164,0.351940432004328,0.09217577281207386,0.3823807865687967,0.7799787364720105,0.2741735452128801,0.27557866074321113,57.4029783997836,44.19929448822766,-64.71904346686605,16.667022698689323,-0.44474145865617865,0.6760585585326554,-0.5874945620064262,0.0001806187585976129,,98.16847987338609,False,99.41906072025255,False,84.32033391484785,False,99.88428865331865,False,57.2044756496083,False,49.58495901455419,False,70.89816737474943,False,,0,,,0.0,right_S1,49.58495901455419
