project,stage,subject,record,file,matrix,matrix_path,band,components,absolute_components,n_components,classifier,cv_method,cv_splits,cv_test_size,cv_tested_epochs,accuracy,balanced_accuracy,brier_score,final_score_1_component_scores,final_score_1_mean_score,final_score_1_comp_set_score,final_score_2_component_scores,final_score_2_mean_score,final_score_2_comp_set_score,final_score_3_component_scores,final_score_3_mean_score,final_score_3_comp_set_score,final_score_4_component_scores,final_score_4_mean_score,final_score_4_comp_set_score,final_score_5_component_scores,final_score_5_mean_score,final_score_5_comp_set_score
pr_Agency_EBCI,test,03_23 Artem,01_calib,test/03_23 Artem/01_calib,"MATRIX_[10, 14]_robust_concat_01_calib.hdf","C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\features\csp\test\03_23 Artem\MATRIX_[10, 14]_robust_concat_01_calib.hdf","[10, 14]","[0, 2, -2]","[0, 2, 54]",3,lda,time_series_by_class,3,5,30,0.9333333333333333,0.9333333333333333,0.06265581555725118,"[0.1292839428178324, 0.1339208711417648, 0.1194300960555212]",0.12754497000503945,0.5036647422391385,"[0.552060817435389, 0.5597591467947923, 0.5110497133538584]",0.5409565591946799,2.136193578928236,"[0.881314833046183, 1.025176845013127, 0.8005148653133183]",0.9023355144575428,3.563249764255869,"[0.0, 0.348921835982471, 0.0]",0.11630727866082367,0.4592880105340481,"[0.0, 0.355397193930869, 0.0]",0.11846573131028966,0.46781156498927845
pr_Agency_EBCI,test,03_23 Artem,01_calib,test/03_23 Artem/01_calib,"MATRIX_[10, 14]_robust_concat_01_calib.hdf","C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\features\csp\test\03_23 Artem\MATRIX_[10, 14]_robust_concat_01_calib.hdf","[10, 14]","[0, 2, -1]","[0, 2, 55]",3,lda,time_series_by_class,3,5,30,0.9333333333333333,0.9333333333333333,0.04366736972091087,"[0.1292839428178324, 0.1339208711417648, 0.1730273143279738]",0.14541070942919032,0.6942891525949428,"[0.552060817435389, 0.5597591467947923, 0.7575220224846657]",0.6231139955716157,2.975167989027223,"[0.881314833046183, 1.025176845013127, 1.07073689032196]",0.9924095227937567,4.738434805196766,"[0.0, 0.348921835982471, 0.7647874862240008]",0.3712364407354906,1.772534051050202,"[0.0, 0.355397193930869, 0.8119033240878571]",0.3891001726729087,1.8578275989442985
pr_Agency_EBCI,test,03_23 Artem,01_calib,test/03_23 Artem/01_calib,"MATRIX_[10, 14]_robust_concat_01_calib.hdf","C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\features\csp\test\03_23 Artem\MATRIX_[10, 14]_robust_concat_01_calib.hdf","[10, 14]","[0, -3, -2]","[0, 53, 54]",3,lda,time_series_by_class,3,5,30,0.8666666666666667,0.8666666666666667,0.14550073077832829,"[0.1292839428178324, 0.0904571215109798, 0.1194300960555212]",0.11305705346144446,0.19497771722627916,"[0.552060817435389, 0.384218862655548, 0.5110497133538584]",0.4824431311482651,0.8320193877586426,"[0.881314833046183, 0.6364116415814078, 0.8005148653133183]",0.7727471133136362,1.3326764101319137,"[0.0, 0.0, 0.0]",0.0,0.0,"[0.0, 0.0, 0.0]",0.0,0.0
pr_Agency_EBCI,test,03_23 Artem,01_calib,test/03_23 Artem/01_calib,"MATRIX_[10, 14]_robust_concat_01_calib.hdf","C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\features\csp\test\03_23 Artem\MATRIX_[10, 14]_robust_concat_01_calib.hdf","[10, 14]","[0, -3, -1]","[0, 53, 55]",3,lda,time_series_by_class,3,5,30,0.9,0.9,0.08726667140462961,"[0.1292839428178324, 0.0904571215109798, 0.1730273143279738]",0.13092279288559533,0.4042126367646348,"[0.552060817435389, 0.384218862655548, 0.7575220224846657]",0.5646005675252009,1.7431547180451288,"[0.881314833046183, 0.6364116415814078, 1.07073689032196]",0.8628211216498501,2.6638845150749764,"[0.0, 0.0, 0.7647874862240008]",0.2549291620746669,0.7870714221659227,"[0.0, 0.0, 0.8119033240878571]",0.27063444136261905,0.8355600940937776
pr_Agency_EBCI,test,03_23 Artem,01_calib,test/03_23 Artem/01_calib,"MATRIX_[10, 14]_robust_concat_01_calib.hdf","C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\features\csp\test\03_23 Artem\MATRIX_[10, 14]_robust_concat_01_calib.hdf","[10, 14]","[0, -2, -1]","[0, 54, 55]",3,lda,time_series_by_class,3,5,30,1.0,1.0,0.007347787463876238,"[0.1292839428178324, 0.1194300960555212, 0.1730273143279738]",0.14058045106710912,0.9651678805780111,"[0.552060817435389, 0.5110497133538584, 0.7575220224846657]",0.606877517757971,4.16657282814728,"[0.881314833046183, 0.8005148653133183, 1.07073689032196]",0.9175221962271539,6.299332138955092,"[0.0, 0.0, 0.7647874862240008]",0.2549291620746669,1.7502393625104926,"[0.0, 0.0, 0.8119033240878571]",0.27063444136261905,1.8580653867491144
pr_Agency_EBCI,test,03_23 Artem,01_calib,test/03_23 Artem/01_calib,"MATRIX_[10, 14]_robust_concat_01_calib.hdf","C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\features\csp\test\03_23 Artem\MATRIX_[10, 14]_robust_concat_01_calib.hdf","[10, 14]","[1, 2, -3]","[1, 2, 53]",3,lda,time_series_by_class,3,5,30,0.9666666666666667,0.9666666666666667,0.024782525921654985,"[0.1309469423021856, 0.1339208711417648, 0.0904571215109798]",0.11844164498497672,0.6830684899690499,"[0.5517503975128552, 0.5597591467947923, 0.384218862655548]",0.4985761356543985,2.875353919301369,"[0.9511790501815698, 1.025176845013127, 0.6364116415814078]",0.8709225122587014,5.022724274085017,"[0.3065343581293291, 0.348921835982471, 0.0]",0.21848539803726671,1.2600339258757545,"[0.3150433619747771, 0.355397193930869, 0.0]",0.22348018530188205,1.28883951866358
pr_Agency_EBCI,test,03_23 Artem,01_calib,test/03_23 Artem/01_calib,"MATRIX_[10, 14]_robust_concat_01_calib.hdf","C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\features\csp\test\03_23 Artem\MATRIX_[10, 14]_robust_concat_01_calib.hdf","[10, 14]","[1, 2, -2]","[1, 2, 54]",3,lda,time_series_by_class,3,5,30,0.9666666666666667,0.9666666666666667,0.01537511987643893,"[0.1309469423021856, 0.1339208711417648, 0.1194300960555212]",0.1280993031664905,0.8116381155868395,"[0.5517503975128552, 0.5597591467947923, 0.5110497133538584]",0.5408530858871686,3.4268490818271724,"[0.9511790501815698, 1.025176845013127, 0.8005148653133183]",0.925623586836005,5.864757771444547,"[0.3065343581293291, 0.348921835982471, 0.0]",0.21848539803726671,1.384325069401281,"[0.3150433619747771, 0.355397193930869, 0.0]",0.22348018530188205,1.4159720778002307
pr_Agency_EBCI,test,03_23 Artem,01_calib,test/03_23 Artem/01_calib,"MATRIX_[10, 14]_robust_concat_01_calib.hdf","C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\features\csp\test\03_23 Artem\MATRIX_[10, 14]_robust_concat_01_calib.hdf","[10, 14]","[1, 2, -1]","[1, 2, 55]",3,lda,time_series_by_class,3,5,30,0.9666666666666667,0.9666666666666667,0.018252207711099325,"[0.1309469423021856, 0.1339208711417648, 0.1730273143279738]",0.1459650425906414,0.8986063665870531,"[0.5517503975128552, 0.5597591467947923, 0.7575220224846657]",0.6230105222641044,3.835447253814891,"[0.9511790501815698, 1.025176845013127, 1.07073689032196]",1.015697595172219,6.252951455703093,"[0.3065343581293291, 0.348921835982471, 0.7647874862240008]",0.47341456011193367,2.9144878129804233,"[0.3150433619747771, 0.355397193930869, 0.8119033240878571]",0.49411462666450107,3.0419238844039067
pr_Agency_EBCI,test,03_23 Artem,01_calib,test/03_23 Artem/01_calib,"MATRIX_[10, 14]_robust_concat_01_calib.hdf","C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\features\csp\test\03_23 Artem\MATRIX_[10, 14]_robust_concat_01_calib.hdf","[10, 14]","[1, -3, -2]","[1, 53, 54]",3,lda,time_series_by_class,3,5,30,0.9,0.9,0.06747198026038066,"[0.1309469423021856, 0.0904571215109798, 0.1194300960555212]",0.11361138662289554,0.4275468756532898,"[0.5517503975128552, 0.384218862655548, 0.5110497133538584]",0.4823396578407538,1.815159728645826,"[0.9511790501815698, 0.6364116415814078, 0.8005148653133183]",0.7960351856920985,2.995671179354795,"[0.3065343581293291, 0.0, 0.0]",0.10217811937644304,0.3845207509396183,"[0.3150433619747771, 0.0, 0.0]",0.10501445399159237,0.3951945578445504
pr_Agency_EBCI,test,03_23 Artem,01_calib,test/03_23 Artem/01_calib,"MATRIX_[10, 14]_robust_concat_01_calib.hdf","C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\features\csp\test\03_23 Artem\MATRIX_[10, 14]_robust_concat_01_calib.hdf","[10, 14]","[1, -3, -1]","[1, 53, 55]",3,lda,time_series_by_class,3,5,30,0.9333333333333333,0.9333333333333333,0.05628845243226929,"[0.1309469423021856, 0.0904571215109798, 0.1730273143279738]",0.1314771260470464,0.5533265678078245,"[0.5517503975128552, 0.384218862655548, 0.7575220224846657]",0.5644970942176896,2.3757078441857318,"[0.9511790501815698, 0.6364116415814078, 1.07073689032196]",0.8861091940283125,3.72922479959896,"[0.3065343581293291, 0.0, 0.7647874862240008]",0.35710728145111,1.502899799572889,"[0.3150433619747771, 0.0, 0.8119033240878571]",0.3756488953542114,1.5809328984934554
