project,stage,subject,record,matrix,band,component,component_1based,selected_order,edge_group,eigenvalue,matrix_path,epochs_path,gof,rv,x_mm,y_mm,z_mm,ori_x,ori_y,ori_z,amplitude,fit_error,dist_left_M1_mm,in_left_M1,dist_left_S1_mm,in_left_S1,dist_SMA_mm,in_SMA,dist_left_PMd_mm,in_left_PMd,dist_right_M1_mm,in_right_M1,dist_right_S1_mm,in_right_S1,dist_right_PMd_mm,in_right_PMd,roi_names,roi_count,roi_weights,best_roi,best_roi_weight,nearest_roi,nearest_roi_dist_mm
pr_AstroSync,exp,04AB,EPOCHS_im_rec_calib.hdf,"MATRIX_[8, 12]_robust_concat+reg0.1_im_rec_calib.hdf","[8, 12]",0,1,0,first5,0.093514501958773,"C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_AstroSync\features\csp\exp\04AB\MATRIX_[8, 12]_robust_concat+reg0.1_im_rec_calib.hdf",C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_AstroSync\trans\exp\04AB\EPOCHS_im_rec_calib.hdf,73.98556695898628,26.014433041013717,-44.86237332862156,-11.617335278290485,67.40956081285903,0.7163432514655368,0.3530800677357634,-0.6018195841342249,0.0005160240849065203,,19.027614789259857,True,24.157195776587734,True,46.18145548806614,False,20.67855959035109,True,82.59680310938168,False,90.11353298476766,False,73.8389371506478,False,left_M1;left_S1;left_PMd,3,1;0.8;0.6,left_M1,1.0,left_M1,19.027614789259857
pr_AstroSync,exp,04AB,EPOCHS_im_rec_calib.hdf,"MATRIX_[8, 12]_robust_concat+reg0.1_im_rec_calib.hdf","[8, 12]",1,2,1,first5,0.19608987020043606,"C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_AstroSync\features\csp\exp\04AB\MATRIX_[8, 12]_robust_concat+reg0.1_im_rec_calib.hdf",C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_AstroSync\trans\exp\04AB\EPOCHS_im_rec_calib.hdf,65.33823212717135,34.66176787282865,-56.531422903588336,-10.408572392091216,62.50268489726142,-0.7038929694454875,-0.4760908232694865,-0.5271358606315799,0.00021350556569572622,,25.466667268020924,True,26.55734695653964,True,56.881556389788486,False,29.362020106668766,True,93.75007221254182,False,101.00778051800201,False,84.81537354717194,False,left_M1;left_S1;left_PMd,3,1;0.8;0.6,left_M1,1.0,left_M1,25.466667268020924
pr_AstroSync,exp,04AB,EPOCHS_im_rec_calib.hdf,"MATRIX_[8, 12]_robust_concat+reg0.1_im_rec_calib.hdf","[8, 12]",2,3,2,first5,0.28321204201383876,"C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_AstroSync\features\csp\exp\04AB\MATRIX_[8, 12]_robust_concat+reg0.1_im_rec_calib.hdf",C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_AstroSync\trans\exp\04AB\EPOCHS_im_rec_calib.hdf,55.692623965659024,44.307376034340976,53.925901455940554,-5.140767190697788,51.65213409773225,-0.7133301620230621,0.5633800016719183,-0.4168489578544024,0.0004554032422097579,,91.98501156559745,False,99.09531288960072,False,54.30503227482299,False,82.09100120920914,False,26.38015434124022,True,27.574074637054515,True,26.442986148788744,True,right_M1;right_S1;right_PMd,3,1;0.8;0.6,right_M1,1.0,right_M1,26.38015434124022
pr_AstroSync,exp,04AB,EPOCHS_im_rec_calib.hdf,"MATRIX_[8, 12]_robust_concat+reg0.1_im_rec_calib.hdf","[8, 12]",3,4,3,first5,0.3351538924795193,"C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_AstroSync\features\csp\exp\04AB\MATRIX_[8, 12]_robust_concat+reg0.1_im_rec_calib.hdf",C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_AstroSync\trans\exp\04AB\EPOCHS_im_rec_calib.hdf,57.20157483542594,42.79842516457406,-44.74954645932014,-12.393026676137076,65.16424756748587,-0.784580590974396,0.616694827331901,-0.06419335018788384,0.00021763851257117765,,17.183126213318634,True,22.155426634963234,True,45.768101791584925,False,19.59156510971869,True,82.09259720952272,False,89.49182495928342,False,73.45596386197789,False,left_M1;left_S1;left_PMd,3,1;0.8;0.6,left_M1,1.0,left_M1,17.183126213318634
pr_AstroSync,exp,04AB,EPOCHS_im_rec_calib.hdf,"MATRIX_[8, 12]_robust_concat+reg0.1_im_rec_calib.hdf","[8, 12]",4,5,4,first5,0.3847278604940743,"C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_AstroSync\features\csp\exp\04AB\MATRIX_[8, 12]_robust_concat+reg0.1_im_rec_calib.hdf",C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_AstroSync\trans\exp\04AB\EPOCHS_im_rec_calib.hdf,43.94554335127053,56.05445664872947,43.58243005120184,-17.136215955126833,62.06941724414766,-0.31313194574157605,-0.9481490188763546,0.054422629116028715,9.575043707115825e-05,,80.10813023627905,False,87.12762155056643,False,45.16639980864192,False,72.41790220447893,False,11.892964415131374,True,16.412622839047337,True,19.055718143456815,True,right_M1;right_S1;right_PMd,3,1;0.8;0.6,right_M1,1.0,right_M1,11.892964415131374
pr_AstroSync,exp,04AB,EPOCHS_im_rec_calib.hdf,"MATRIX_[8, 12]_robust_concat+reg0.1_im_rec_calib.hdf","[8, 12]",51,52,5,last5,0.761453728901919,"C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_AstroSync\features\csp\exp\04AB\MATRIX_[8, 12]_robust_concat+reg0.1_im_rec_calib.hdf",C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_AstroSync\trans\exp\04AB\EPOCHS_im_rec_calib.hdf,19.647732451011635,80.35226754898837,-9.079833002367108,-43.14140703912506,62.96546923860517,-0.01892283576527624,0.9920692852437418,-0.1242596457526395,8.320058101177541e-05,,33.758060020265745,True,37.10357785635773,False,38.55623644699231,False,40.51430574033992,False,49.46819754825041,False,53.87102592433593,False,51.55919186611497,False,left_M1,1,1,left_M1,1.0,left_M1,33.758060020265745
pr_AstroSync,exp,04AB,EPOCHS_im_rec_calib.hdf,"MATRIX_[8, 12]_robust_concat+reg0.1_im_rec_calib.hdf","[8, 12]",52,53,6,last5,0.7676727423381478,"C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_AstroSync\features\csp\exp\04AB\MATRIX_[8, 12]_robust_concat+reg0.1_im_rec_calib.hdf",C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_AstroSync\trans\exp\04AB\EPOCHS_im_rec_calib.hdf,26.153300680797305,73.8466993192027,53.991340882323115,-63.533369685383676,-17.85851243668182,0.23030411675909634,0.9482043512381392,0.21878876135869513,8.899609496954121e-05,,122.94880484103608,False,123.36545775341246,False,109.45166708064546,False,123.53790911155282,False,85.68346120917762,False,78.41231343659432,False,95.99262892969489,False,,0,,,0.0,right_S1,78.41231343659432
pr_AstroSync,exp,04AB,EPOCHS_im_rec_calib.hdf,"MATRIX_[8, 12]_robust_concat+reg0.1_im_rec_calib.hdf","[8, 12]",53,54,7,last5,0.7801615076917278,"C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_AstroSync\features\csp\exp\04AB\MATRIX_[8, 12]_robust_concat+reg0.1_im_rec_calib.hdf",C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_AstroSync\trans\exp\04AB\EPOCHS_im_rec_calib.hdf,55.321658653235495,44.678341346764505,-4.595412447819136,-82.52140086773602,20.110472288940045,-0.933176033292021,-0.35932036733605244,-0.008447751585677215,0.00024841641504140175,,75.49212328559707,False,71.93429430176296,False,85.51174724266545,False,85.9608754323759,False,79.75462413336135,False,77.11401939936901,False,88.90420855761661,False,,0,,,0.0,left_S1,71.93429430176296
pr_AstroSync,exp,04AB,EPOCHS_im_rec_calib.hdf,"MATRIX_[8, 12]_robust_concat+reg0.1_im_rec_calib.hdf","[8, 12]",54,55,8,last5,0.7883944940648933,"C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_AstroSync\features\csp\exp\04AB\MATRIX_[8, 12]_robust_concat+reg0.1_im_rec_calib.hdf",C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_AstroSync\trans\exp\04AB\EPOCHS_im_rec_calib.hdf,41.68672640092424,58.31327359907576,40.39037001372161,-47.264983304810045,-3.5772701657581347,-0.028341504653070865,0.9986642537254677,-0.043202632384552006,0.00046268610889193087,,99.63031265337936,False,100.87162970127426,False,84.41528912500603,False,98.83538204987372,False,64.10917186670102,False,58.21944276859549,False,72.42037906147466,False,,0,,,0.0,right_S1,58.21944276859549
pr_AstroSync,exp,04AB,EPOCHS_im_rec_calib.hdf,"MATRIX_[8, 12]_robust_concat+reg0.1_im_rec_calib.hdf","[8, 12]",55,56,9,last5,0.8012539640557764,"C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_AstroSync\features\csp\exp\04AB\MATRIX_[8, 12]_robust_concat+reg0.1_im_rec_calib.hdf",C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_AstroSync\trans\exp\04AB\EPOCHS_im_rec_calib.hdf,57.76890770290346,42.23109229709654,16.0186906990462,-82.15914964345383,15.19254644486203,0.18808752388484615,0.9604596818782519,-0.20528098510381956,0.00032786459514429233,,88.05497791123132,False,86.26432634161957,False,88.82168995240407,False,95.40688063422479,False,73.80371043711001,False,68.92310180000374,False,85.4890607859277,False,,0,,,0.0,right_S1,68.92310180000374
