project,stage,subject,record,file,matrix,matrix_path,band,component,component_1based,component_relative,edge_group,eigenvalue,eigen_score_abs_diff,eigen_score_logit,eigengap,weighted_contra,weighted_ipsi,locality,gof,gof_coef,final_score_method,final_score,rank_within_file,rank_within_matrix
pr_Agency_EBCI,test,05_15 Arina,01_calib_MI,test/05_15 Arina/01_calib_MI,"MATRIX_[9, 13]_robust_concat_01_calib_MI.hdf","C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\features\csp\test\05_15 Arina\MATRIX_[9, 13]_robust_concat_01_calib_MI.hdf","[9, 13]",51,52,-5,last5,0.8460750820341445,0.346,1.704,0.006961300449805252,0.15820383232941362,0.18889612961903296,0.6071428571428572,,0.0,final_score_1,0.19301237169776117,22,7
pr_Agency_EBCI,test,05_15 Arina,01_calib_MI,test/05_15 Arina/01_calib_MI,"MATRIX_[9, 13]_robust_concat_01_calib_MI.hdf","C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\features\csp\test\05_15 Arina\MATRIX_[9, 13]_robust_concat_01_calib_MI.hdf","[9, 13]",52,53,-4,last5,0.8527113370755821,0.353,1.756,0.006636255041437611,0.1502048268869598,0.18482468300675675,0.4821428571428571,,0.0,final_score_1,0.1752862430424286,23,8
pr_Agency_EBCI,test,05_15 Arina,01_calib_MI,test/05_15 Arina/01_calib_MI,"MATRIX_[8, 12]_robust_concat_01_calib_MI.hdf","C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\features\csp\test\05_15 Arina\MATRIX_[8, 12]_robust_concat_01_calib_MI.hdf","[8, 12]",51,52,-5,last5,0.8230556938714513,0.323,1.537,0.008574878819339382,0.17243812614596982,0.17999221928888925,0.4642857142857143,,0.0,final_score_1,0.16668696659263713,24,6
pr_Agency_EBCI,test,05_15 Arina,01_calib_MI,test/05_15 Arina/01_calib_MI,"MATRIX_[8, 12]_robust_concat_01_calib_MI.hdf","C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\features\csp\test\05_15 Arina\MATRIX_[8, 12]_robust_concat_01_calib_MI.hdf","[8, 12]",52,53,-4,last5,0.8315290592000127,0.332,1.597,0.008473365328561466,0.198181530547052,0.10900752540523419,0.5892857142857143,,0.0,final_score_1,0.1620861111656813,25,7
pr_Agency_EBCI,test,05_15 Arina,01_calib_MI,test/05_15 Arina/01_calib_MI,"MATRIX_[8, 12]_robust_concat_01_calib_MI.hdf","C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\features\csp\test\05_15 Arina\MATRIX_[8, 12]_robust_concat_01_calib_MI.hdf","[8, 12]",55,56,-1,last5,0.871095749476839,0.371,1.911,0.009739133867264882,0.1506178606244766,0.13659697488978179,0.4821428571428571,,0.0,final_score_1,0.15793225767840283,26,8
pr_Agency_EBCI,test,05_15 Arina,01_calib_MI,test/05_15 Arina/01_calib_MI,"MATRIX_[10, 14]_robust_concat_01_calib_MI.hdf","C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\features\csp\test\05_15 Arina\MATRIX_[10, 14]_robust_concat_01_calib_MI.hdf","[10, 14]",54,55,-2,last5,0.8733874481975654,0.373,1.931,0.011008694718912637,0.14278309229189282,0.13097046246533245,0.5,,0.0,final_score_1,0.15316511388666754,27,6
pr_Agency_EBCI,test,05_15 Arina,01_calib_MI,test/05_15 Arina/01_calib_MI,"MATRIX_[10, 14]_robust_concat_01_calib_MI.hdf","C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\features\csp\test\05_15 Arina\MATRIX_[10, 14]_robust_concat_01_calib_MI.hdf","[10, 14]",53,54,-3,last5,0.8623787534786528,0.362,1.835,0.0054535659980173845,0.12735666669839893,0.1519114573060308,0.4821428571428571,,0.0,final_score_1,0.14983732238994815,28,7
pr_Agency_EBCI,test,05_15 Arina,01_calib_MI,test/05_15 Arina/01_calib_MI,"MATRIX_[8, 15]_robust_concat_01_calib_MI.hdf","C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\features\csp\test\05_15 Arina\MATRIX_[8, 15]_robust_concat_01_calib_MI.hdf","[8, 15]",51,52,-5,last5,0.7925526523192675,0.293,1.34,0.009847515700432963,0.1757941342623977,0.16938818755829138,0.4464285714285714,,0.0,final_score_1,0.14628950078161454,29,6
pr_Agency_EBCI,test,05_15 Arina,01_calib_MI,test/05_15 Arina/01_calib_MI,"MATRIX_[10, 14]_robust_concat_01_calib_MI.hdf","C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\features\csp\test\05_15 Arina\MATRIX_[10, 14]_robust_concat_01_calib_MI.hdf","[10, 14]",3,4,3,first5,0.33247244036512225,0.168,0.697,0.02702470920429878,0.17765067141663177,0.3914131020148157,0.5,,0.0,final_score_1,0.1434040709047248,30,8
pr_Agency_EBCI,test,05_15 Arina,01_calib_MI,test/05_15 Arina/01_calib_MI,"MATRIX_[8, 15]_robust_concat_01_calib_MI.hdf","C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\features\csp\test\05_15 Arina\MATRIX_[8, 15]_robust_concat_01_calib_MI.hdf","[8, 15]",3,4,3,first5,0.38536348326412984,0.115,0.467,0.021323506178352714,0.11919953407519739,0.5919143555382325,0.5892857142857143,,0.0,final_score_1,0.12996876178916886,31,7
