project,stage,subject,record,file,epoch_path,matrix,matrix_path,band,component,component_1based,component_relative,edge_group,eigenvalue,eigen_score_abs_diff,eigen_score_logit,eigengap,eigen_gap_multiplier,weighted_contra,weighted_ipsi,locality,locality_ipsi,contra_local_weighted,ipsi_local_weighted,weighted_local_sum,contrast_contra,contrast_ipsi,gof,gof_coef,final_score_1,final_score_2,final_score_3,final_score_4,final_score_5,rv,x_mm,y_mm,z_mm,ori_x,ori_y,ori_z,amplitude,fit_error,dist_left_M1_mm,in_left_M1,dist_left_S1_mm,in_left_S1,dist_SMA_mm,in_SMA,dist_left_PMd_mm,in_left_PMd,dist_right_M1_mm,in_right_M1,dist_right_S1_mm,in_right_S1,dist_right_PMd_mm,in_right_PMd,roi_names,roi_count,roi_weights,best_roi,best_roi_weight,nearest_roi,nearest_roi_dist_mm
pr_Agency_EBCI,test,06_02 Artem,rec_05AY_calibration_20260602_133912,test/06_02 Artem/rec_05AY_calibration_20260602_133912,C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\trans\test\06_02 Artem\EPOCHS_rec_05AY_calibration_20260602_133912.hdf,"MATRIX_[8, 12]_robust_concat_rec_05AY_calibration_20260602_133912.hdf","C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\features\csp\test\06_02 Artem\MATRIX_[8, 12]_robust_concat_rec_05AY_calibration_20260602_133912.hdf","[8, 12]",0,1,0,first5,0.15929004697363747,0.341,1.664,0.062051237934700104,1.766637888542931,0.06855851632002789,1.1385185994402727,0.6607142857142857,0.6607142857142857,0.11385610746004632,1.8907541026418813,2.0046102101019274,0.024965793662546146,0.4511375507811867,55.623141354271965,0.6124628270854393,0.6835720816447572,3.335671389609607,3.5414203489260703,0.41866248964082675,2.168988318801164,44.376858645728035,35.60474049994885,-5.053939732164402,45.752335697135216,0.8079714445988184,-0.5828217471242997,0.0866080584696214,0.0006790929767270341,,74.77437184892753,False,81.75472451297344,False,37.66427826169969,False,64.49230115937686,False,21.543538553567483,True,26.499784455741736,True,13.09679246371,True,right_M1;right_S1;right_PMd,3,1;0.8;0.6,right_M1,1.0,right_PMd,13.09679246371
pr_Agency_EBCI,test,06_02 Artem,rec_05AY_calibration_20260602_133912,test/06_02 Artem/rec_05AY_calibration_20260602_133912,C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\trans\test\06_02 Artem\EPOCHS_rec_05AY_calibration_20260602_133912.hdf,"MATRIX_[8, 12]_robust_concat_rec_05AY_calibration_20260602_133912.hdf","C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\features\csp\test\06_02 Artem\MATRIX_[8, 12]_robust_concat_rec_05AY_calibration_20260602_133912.hdf","[8, 12]",1,2,1,first5,0.22134128490833757,0.279,1.258,0.030577741159454025,1.5921247591339507,0.29419765079216054,0.2726002180104721,0.5178571428571428,0.5178571428571428,0.44655000566667225,0.41376818805160936,0.8603181937182816,0.2411745284962929,0.19649128558920848,54.48229543119217,0.5896459086238435,0.24002877604740058,1.082280287697598,1.3697338969522745,0.14153198574833856,0.8076579882413019,45.51770456880783,20.939162616146728,-66.33975706413669,20.74884707421277,0.8089744596988013,-0.5030467835084567,0.304145125157101,0.0003850662436264748,,79.22983686891796,False,79.11100235424384,False,73.93905062904756,False,83.91193404081078,False,57.1150385936158,False,52.3523769659079,False,68.52755986798994,False,,0,,,0.0,right_S1,52.3523769659079
pr_Agency_EBCI,test,06_02 Artem,rec_05AY_calibration_20260602_133912,test/06_02 Artem/rec_05AY_calibration_20260602_133912,C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\trans\test\06_02 Artem\EPOCHS_rec_05AY_calibration_20260602_133912.hdf,"MATRIX_[8, 12]_robust_concat_rec_05AY_calibration_20260602_133912.hdf","C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\features\csp\test\06_02 Artem\MATRIX_[8, 12]_robust_concat_rec_05AY_calibration_20260602_133912.hdf","[8, 12]",2,3,2,first5,0.2519190260677916,0.248,1.088,0.026643445286798628,1.5224302977245041,0.42417775804783864,0.22081889150450076,0.5,0.5,0.636266637071758,0.33122833725675116,0.9674949743285092,0.2804239414700627,0.12439541893918032,42.38633074196063,0.3477266148392125,0.23993875363347028,1.0526345320694181,1.4729436618139138,0.08343309056970642,0.5121817133714262,57.61366925803937,24.1779144957345,-77.1397410468123,26.869773999959516,0.34820837715345004,0.9369827302994544,0.02853575302564383,0.00016022965690612792,,85.40365061513258,False,85.04822050918159,False,81.32973181060021,False,91.38604171293271,False,61.74272306115003,False,56.31438694059434,False,75.12311359651977,False,,0,,,0.0,right_S1,56.31438694059434
pr_Agency_EBCI,test,06_02 Artem,rec_05AY_calibration_20260602_133912,test/06_02 Artem/rec_05AY_calibration_20260602_133912,C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\trans\test\06_02 Artem\EPOCHS_rec_05AY_calibration_20260602_133912.hdf,"MATRIX_[8, 12]_robust_concat_rec_05AY_calibration_20260602_133912.hdf","C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\features\csp\test\06_02 Artem\MATRIX_[8, 12]_robust_concat_rec_05AY_calibration_20260602_133912.hdf","[8, 12]",3,4,3,first5,0.2785624713545902,0.221,0.952,0.006043530416172449,1.4473424808878965,0.1644211139053535,0.15590705189520804,0.5535714285714286,0.5535714285714286,0.25543994481724563,0.2422127413371982,0.4976526861544438,0.14060714608498126,0.12706307204812825,83.58399948260859,1.0,0.10998124364013208,0.47376535721903046,0.7202738733992985,0.10998124364013208,0.7202738733992985,16.41600051739141,24.142633829864597,-69.58415456033458,26.95594396713812,0.3878112342695601,0.8783678667925152,0.27941427515552336,0.0004311076204547232,,80.86166422856795,False,81.04910884633544,False,74.76325898706467,False,85.76141059046627,False,55.33596904648155,False,50.12978716659267,False,68.19856712220356,False,,0,,,0.0,right_S1,50.12978716659267
pr_Agency_EBCI,test,06_02 Artem,rec_05AY_calibration_20260602_133912,test/06_02 Artem/rec_05AY_calibration_20260602_133912,C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\trans\test\06_02 Artem\EPOCHS_rec_05AY_calibration_20260602_133912.hdf,"MATRIX_[8, 12]_robust_concat_rec_05AY_calibration_20260602_133912.hdf","C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\features\csp\test\06_02 Artem\MATRIX_[8, 12]_robust_concat_rec_05AY_calibration_20260602_133912.hdf","[8, 12]",4,5,4,first5,0.2846060017707627,0.215,0.922,0.018599219029692415,1.4459953283655356,0.20195592457922035,0.2204587391230785,0.4821428571428571,0.4821428571428571,0.29932753107277305,0.3267513454859914,0.6260788765587644,0.18005364857092607,0.15322474780277248,46.97672016999704,0.43953440339994077,0.13460695846013435,0.5772447241871808,0.905307130692316,0.05916438918025576,0.3979136295825593,53.02327983000296,48.69428954788706,-65.06975561235383,5.304521107307814,0.7548074775036583,0.4935881435564556,-0.43201437064645914,0.00020932218130991664,,106.91061260809984,False,107.86941023443143,False,92.93644795453955,False,108.20814495715342,False,66.46729566744432,False,58.78068577584847,False,79.09008917497171,False,,0,,,0.0,right_S1,58.78068577584847
pr_Agency_EBCI,test,06_02 Artem,rec_05AY_calibration_20260602_133912,test/06_02 Artem/rec_05AY_calibration_20260602_133912,C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\trans\test\06_02 Artem\EPOCHS_rec_05AY_calibration_20260602_133912.hdf,"MATRIX_[8, 12]_robust_concat_rec_05AY_calibration_20260602_133912.hdf","C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\features\csp\test\06_02 Artem\MATRIX_[8, 12]_robust_concat_rec_05AY_calibration_20260602_133912.hdf","[8, 12]",51,52,-5,last5,0.7232140124616628,0.223,0.96,0.005372629512078286,1.4507923855247737,0.21537310367799334,0.10310044223819789,0.5357142857142857,0.5357142857142857,0.3307515520769183,0.15833282200866103,0.48908437408557937,0.2774800996255977,0.14563877386091043,28.24587865217319,0.0,0.1090658154210842,0.46952099912215617,0.7095598858025085,0.0,0.0,71.75412134782681,-10.016566332591426,-48.1736926526675,69.40018415363856,0.17959692488411136,0.9645453333603181,0.19338367166077805,7.67778234699645e-05,,37.93509162985742,False,40.69385140745072,False,44.82093430299882,False,46.00972074651726,False,53.67920201399088,False,57.78211389562551,False,56.910015220721384,False,,0,,,0.0,left_M1,37.93509162985742
pr_Agency_EBCI,test,06_02 Artem,rec_05AY_calibration_20260602_133912,test/06_02 Artem/rec_05AY_calibration_20260602_133912,C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\trans\test\06_02 Artem\EPOCHS_rec_05AY_calibration_20260602_133912.hdf,"MATRIX_[8, 12]_robust_concat_rec_05AY_calibration_20260602_133912.hdf","C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\features\csp\test\06_02 Artem\MATRIX_[8, 12]_robust_concat_rec_05AY_calibration_20260602_133912.hdf","[8, 12]",52,53,-4,last5,0.7329136333421917,0.233,1.009,0.009699620880528892,1.475040046660653,0.10227055385654868,0.06275975696018121,0.5357142857142857,0.5357142857142857,0.15705835056541403,0.09638105533170685,0.2534394058971209,0.16617801929798132,0.09418882404121916,23.998797479002576,0.0,0.05905138157402917,0.2557203605501949,0.37383327310013736,0.0,0.0,76.00120252099742,-15.703135394299087,49.406616779254115,-5.933146553339498,-0.43006299029772643,0.10098827711208938,-0.8971327617817274,0.0003169279189877774,,98.16419276801422,False,101.75060366400092,False,86.04608574679965,False,85.33725547009647,False,109.0754795477651,False,113.9794371464908,False,95.08521617649089,False,,0,,,0.0,left_PMd,85.33725547009647
pr_Agency_EBCI,test,06_02 Artem,rec_05AY_calibration_20260602_133912,test/06_02 Artem/rec_05AY_calibration_20260602_133912,C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\trans\test\06_02 Artem\EPOCHS_rec_05AY_calibration_20260602_133912.hdf,"MATRIX_[8, 12]_robust_concat_rec_05AY_calibration_20260602_133912.hdf","C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\features\csp\test\06_02 Artem\MATRIX_[8, 12]_robust_concat_rec_05AY_calibration_20260602_133912.hdf","[8, 12]",53,54,-3,last5,0.7394816539500186,0.239,1.043,0.006568020607826908,1.4842790277010824,0.1494962037058728,0.32453180829151496,0.5714285714285714,0.5714285714285714,0.2349226058235144,0.5099785558866663,0.7449011617101807,0.10079767583717542,0.24081626645729834,23.990932156593978,0.0,0.1780313776487332,0.7769319116637184,1.1056411720365937,0.0,0.0,76.00906784340603,13.261865691539118,-42.81504708374013,8.38506349129547,-0.5528885462694022,0.7158920658627227,-0.42639512830109855,0.0004809137763927456,,71.04871277442372,False,71.55670421509443,False,63.189134336222764,False,71.98479869054034,False,56.01973694441029,False,53.78074452764614,False,60.798702988347024,False,,0,,,0.0,right_S1,53.78074452764614
pr_Agency_EBCI,test,06_02 Artem,rec_05AY_calibration_20260602_133912,test/06_02 Artem/rec_05AY_calibration_20260602_133912,C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\trans\test\06_02 Artem\EPOCHS_rec_05AY_calibration_20260602_133912.hdf,"MATRIX_[8, 12]_robust_concat_rec_05AY_calibration_20260602_133912.hdf","C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\features\csp\test\06_02 Artem\MATRIX_[8, 12]_robust_concat_rec_05AY_calibration_20260602_133912.hdf","[8, 12]",54,55,-2,last5,0.7696074631663006,0.27,1.206,0.03012580921628194,1.5725358739535844,0.351440814618327,0.3460910224865842,0.5,0.5,0.5271612219274905,0.5191365337298763,1.046297755657367,0.1919879256845997,0.21292897759670967,44.026569215478496,0.38053138430956995,0.2825003940274891,1.2618350933227844,1.6453407556083315,0.1075002660072794,0.6261037953925922,55.973430784521504,-45.619798729730256,-26.817665110888157,9.485388596877787,0.44590995577101594,0.03766100734509846,0.8942851669741833,0.0006792606982406114,,47.5824425419829,False,42.78694171062831,False,69.77255002080793,False,53.180550029923616,False,93.98584922924441,False,97.44151357375043,False,89.09314428851974,False,,0,,,0.0,left_S1,42.78694171062831
pr_Agency_EBCI,test,06_02 Artem,rec_05AY_calibration_20260602_133912,test/06_02 Artem/rec_05AY_calibration_20260602_133912,C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\trans\test\06_02 Artem\EPOCHS_rec_05AY_calibration_20260602_133912.hdf,"MATRIX_[8, 12]_robust_concat_rec_05AY_calibration_20260602_133912.hdf","C:\Users\hodor\Documents\lab-Shishkin\projects\BCI_classifier\data\pr_Agency_EBCI\features\csp\test\06_02 Artem\MATRIX_[8, 12]_robust_concat_rec_05AY_calibration_20260602_133912.hdf","[8, 12]",55,56,-1,last5,0.8047560847583469,0.305,1.416,0.03514862159204635,1.6528813183422966,0.7718839097911836,0.6219607440751094,0.5535714285714286,0.5535714285714286,1.1991767884255888,0.9662604416881163,2.1654372301137053,0.18235127205853954,0.1563321675131992,27.48080968658587,0.0,0.6604583551846801,3.0662591178410064,3.579210743697832,0.0,0.0,72.51919031341413,-39.689524697037456,-2.2172809386136962,-26.982663709255423,-0.32042164185171157,-0.9201094820597252,-0.22522991021806504,0.0006754051603872361,,85.87328990134655,False,83.75845593836392,False,93.87023205092507,False,84.00123394134722,False,114.40941165329932,False,116.97572008874809,False,107.24473912382435,False,,0,,,0.0,left_S1,83.75845593836392
